fen,score
1r1qkbnr/pb2pppp/npP5/8/8/2N1PQP1/PP1P1P1P/R1B1KBNR b KQk - 0 7,-513.0
r4rk1/1pp2pp1/p6p/8/5qb1/3R4/PPP2P1P/1K2R3 b - - 3 22,991.0
r1b1k2r/pppp1ppp/2n5/2b1p3/4P3/2P2N1P/PP1P1nP1/RNBK1R2 w kq - 2 12,-634.0
r1bqk2r/3n1pp1/2n1p2p/p2pP3/2pP4/2P1B2P/2PQBPP1/R3NRK1 w kq - 0 15,104.0
r1bnr1k1/2p2ppp/p6n/1pN1P3/5P2/P1PB3P/P5P1/R1B2RK1 b - - 2 18,-197.0
r7/ppk3pp/2pbp3/4Nb2/5P2/2P5/PP4PP/R1B1K1NR w KQ - 1 17,706.0
3k1b1r/3n1ppp/2Q1p3/2P5/1P6/P1q1P2P/5PP1/R4RK1 w - - 2 29,1241.0
r2qk2r/ppp1bppp/2n2P2/8/2pP4/4BQ2/PPP3PP/RN2K2R w KQkq - 0 11,500.0
r2q1rk1/ppp2ppp/3pbn2/4p3/2PbP3/1B1P3P/PP1N1PP1/R1BQ1RK1 b - - 2 10,28.0
r1bq2k1/pp2r2p/4ppp1/1Bp1Bn2/4R3/2PP1Q2/PP3PPP/R5K1 b - - 0 17,357.0
5k2/5p2/p3p1p1/1p1bB2p/1P5P/P3R3/5P1K/2r5 w - - 5 41,-199.0
1r1r2k1/1p1q1pbp/2nnp1p1/p2pPP2/3P2PN/B1P5/4Q2P/R4RK1 w - - 0 23,117.0
rnbqkb1r/ppp2pp1/3p1n1p/4p3/2B1PP2/3P1N2/PPP3PP/RNBQK2R b KQkq - 1 5,-62.0
8/6p1/R3pk2/8/6b1/8/5PK1/8 b - - 1 43,-9.0
r4rk1/4bpp1/1q2p2p/pb2N3/1nBP4/4P2P/3N1PPB/3Q1RK1 w - - 4 21,-274.0
r2q3r/1ppbb1k1/p1n4p/5Bp1/3P4/P1N2NP1/1PQ2PP1/2KR3R b - - 0 18,-343.0
r2qk2r/pbpnb2p/1p2pp1p/3pP3/2PP4/P1NB1N1P/1P3PP1/R2QK2R b KQkq - 1 10,-140.0
r2R2k1/1pp2pp1/p1n1qb1p/4p3/1P2P3/1NP2PP1/P3NK1P/R7 b - - 0 26,756.0
8/8/p1pB4/P7/1P2kP2/2P4p/2r5/7K b - - 1 43,735.0
8/p2rkppp/1p2p3/8/8/P3K3/1PR2PPP/8 b - - 7 28,177.0
rn1qkb1r/pp2pppp/2p2n2/5b2/2BP4/2N2N2/PPP3PP/R1BQK2R w KQkq - 3 7,-59.0
2kr3r/1pp5/p3pn1p/n3p1p1/3pP3/1PP1BP2/P1PR1NQP/2KR4 w - - 0 20,729.0
rn1kb2r/pp5p/2pp1p2/4p3/3PP1BN/2N5/PPP2RP1/2K5 b - - 2 21,348.0
rnbqkb1r/pppp1ppp/8/4p3/2B1n3/5N2/PPPPQPPP/RNB1K2R b KQkq - 1 4,92.0
r2q1rk1/3pbpp1/4pn2/p1p3B1/3nP3/P2P3P/BP3PP1/R2Q1RK1 b - - 0 18,428.0
r1b5/1p1k4/p1pp1bQ1/4p1P1/2P1PP1q/3K4/PPP4r/R1B2R2 b - - 6 23,338.0
2r1r3/1pp3k1/p3pppp/4P3/3P3P/2R1P3/PP6/2KR4 w - - 0 26,-45.0
r7/3k4/p1n1b3/2Pp1q1p/BP3p1Q/P7/1K3P2/4R3 b - - 1 39,375.0
rnb1k1nr/pp2qpbp/3pp1p1/2P5/4P3/2N1BN2/PPP1BPPP/R2QK2R b KQkq - 0 7,-236.0
r1bq1rk1/pp2bppp/2n2n2/2p5/3pP3/3P1P2/PP1NBBPP/R3QKNR b - - 1 11,177.0
rnbqkb1r/5ppp/3p1n2/PppP4/8/8/1P3PPP/RNBQKBNR w KQkq - 0 9,24.0
1k1r3r/p1p1b1q1/Qp2R1p1/7p/5P2/7P/PPP3P1/6K1 b - - 0 22,1156.0
4k3/1p6/5bp1/pP6/1PP4P/2rpB1P1/5PK1/1R6 b - - 2 45,22.0
4r3/1p2r1pp/p2k1p2/3p4/2nP4/P1RN3P/1P4PK/2R5 w - - 2 28,-164.0
r2qkbnr/ppp2ppp/2np4/8/3PP1b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,119.0
rnbqk2r/pp4pp/2pbpn2/1B1p4/3P4/5NN1/PPP2PPP/R1BQK2R w KQkq - 0 8,56.0
1n2kr2/4b2p/1B2p3/1p2n3/8/2P2P2/P3N1P1/RN2K2R b KQ - 2 22,-557.0
rnb1k2r/ppp2pbp/2n1p1p1/3pP3/1P1P3q/2P5/P4PPP/RNBQKBNR b KQkq - 0 10,-125.0
rn1qkb1r/pp2pppp/2p2nb1/6B1/3P4/2N2Q2/PP2N1PP/3RKB1R b Kkq - 3 9,257.0
rnbqk1nr/pppp1ppp/8/8/3PPp1b/5N2/PPP3PP/RNBQKB1R w KQkq - 1 5,-74.0
r4rk1/1pqbbppp/p3pn2/2n5/3N1P2/2P1BBN1/PP1Q2PP/3R1RK1 b - - 4 15,4.0
rn1qkbnr/pbpppppp/1p6/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-39.0
r4r2/p1bq3k/1p1p1P1p/3P2p1/P2BPRN1/3P3P/3QB2K/8 b - - 0 31,-503.0
r3kb1r/pbp3pp/2p2p1n/4p3/4P3/5N2/PPP2PPP/RNB1K2R w KQ - 2 11,57.0
r1bqkb1r/3p1ppp/p3pn2/n1p5/Pp2P3/2NP1N2/BPP2PPP/R1BQ1RK1 w kq - 0 9,1.0
rnb2rk1/ppp1qpbp/5np1/4N3/2B1P3/2N5/PPP2PPP/R1BQ1RK1 w - - 1 9,137.0
2r4k/6pp/Q7/8/8/1P4bP/P1R2PPK/3r4 w - - 0 36,685.0
8/p1k5/1pBb3r/3P1n2/2P5/1P3PP1/P3R1KP/8 w - - 5 36,216.0
8/6k1/pKp5/1b1p2Bp/2p4P/P1P5/1P6/8 w - - 5 35,0.0
rn1qk2r/pp1bbppp/3p1n2/2p1p3/2B1P3/2NP1P2/PPP1N1PP/R1BQK2R w KQkq - 3 7,66.0
4r1k1/3R1pb1/Q3p1p1/1N2Pn1p/5B1P/P5P1/8/4K3 b - - 1 27,-757.0
r4rk1/2p1n1pp/p1n1pq2/1pp1p3/4P1Q1/PPNP3P/2P2PPN/R4RK1 b - - 3 14,-1.0
4r1k1/5pp1/p2N1n1p/1p6/4p3/1B5P/PP3PPK/2R5 b - - 2 30,-513.0
r1b1kb1r/ppppBppp/2n5/4p2n/2B1P3/3P4/PPP2PPP/RN2K1NR b KQkq - 0 6,533.0
8/2p1k3/8/3p1B2/1R1P4/1pr3P1/7P/6K1 b - - 3 36,-446.0
r3k2r/ppp1b1pp/5p1n/7b/3q4/2NP1P2/P2BP2P/R2QKBR1 b Qkq - 2 15,500.0
8/8/4k3/N1r2p1p/2P1p3/6P1/2R2PKP/8 w - - 6 39,579.0
rn2kbr1/2qbnp1p/1p2pBpP/2ppP3/3P2Q1/2N2N2/PP3PP1/R3KB1R w KQq - 6 15,271.0
r3kb1r/ppp3pp/2nq4/3ppnN1/8/3P4/PPP2PPP/RNBQ1RK1 w kq - 0 9,-50.0
r2qk1nr/ppp2ppp/2np4/1Bb1p2b/4P3/2P2N1P/PP1P1PP1/RNBQ1RK1 w kq - 1 7,153.0
6k1/5pb1/7p/4p1p1/2r1P3/5P2/Np5N/1R4K1 b - - 1 37,10.0
r1b2r2/2qnb1pk/p3p1p1/1pppP3/3P3N/2P1B1P1/PP2N2P/R2Q1RK1 w - - 3 17,580.0
1nr2rk1/4nppp/1q2p3/1p2P3/1Pp5/P4NP1/1BQ2PBP/4R1K1 w - - 0 26,-118.0
8/p2k4/3p4/1p3p1p/1P1p1P1P/P2P1rP1/b2KR1R1/8 b - - 36 46,-159.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-25.0
r3kbnr/p1p1pppp/8/1q1P4/2p1PP2/3n4/1P2Q1PP/RNB2KNR w kq - 0 11,46.0
N4bnr/1Q2kppp/3p4/3Pp3/6q1/P3PN2/1P2K1PP/7R b - - 6 21,-166.0
rnbqk2r/ppp2ppp/3bpn2/3p4/8/4P1P1/PPPPNPBP/RNBQK2R w KQkq - 4 5,0.0
rn1qkbnr/ppp2ppp/4p1b1/3p4/3P2P1/5N1P/PPPNPP2/R1BQKB1R w KQkq - 1 6,14.0
rn2kbnr/ppp1pppp/8/3p4/3P2P1/2P1PNP1/PPqB1PB1/RN3RK1 b kq - 0 13,624.0
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/P2P1N2/1PP2PPP/RNBQKB1R w KQkq - 0 5,-38.0
2kr1b1r/pppbn1pp/2np1p2/8/5B2/N1P2N2/PP2BPPP/R3K2R b KQ - 1 13,202.0
r5k1/6p1/4p2p/2PnP3/1P3n2/q7/5QPP/4R1K1 w - - 0 34,-655.0
r1bqkb1r/ppp1n2p/3ppp1p/3P4/2P1P3/2N2N1P/PP2BPP1/R2QK2R w KQkq - 2 10,327.0
rnb1k1nr/ppqp1pBp/8/2p5/2P5/P4N2/1P2PPPP/R2QKB1R b KQkq - 0 9,-633.0
5rk1/ppp3p1/5p2/4p2p/8/2P2N2/PP3PPP/3r1RK1 w - - 0 19,424.0
r3r1k1/pp3pp1/6b1/3R1p1p/1P5q/P4P2/2P2QB1/5RK1 b - - 0 26,310.0
rn1qkbnr/1b1p1ppp/p3p3/1pp5/4P3/P1N5/BPPP1PPP/R1BQK1NR w KQkq - 2 6,-36.0
1r3rk1/8/p1p2q2/1p1p2pp/3Np3/1PPnPp1N/P1K2P2/3Q3R w - - 0 31,-519.0
r3r3/p4p2/1p1R1n2/1k5p/1B4p1/P3p1P1/1PP1P2P/2KR4 w - - 2 28,592.0
rnb1k1nr/pp1p1ppp/3b4/3N4/4p3/5N2/PPPBPPPP/R3KB1R w KQkq - 0 8,261.0
r4bk1/3b1pp1/2p4p/2Pp4/1P1Np3/4P1P1/3nBPKP/8 w - - 0 28,-770.0
r4rk1/pbp3pp/1p2p3/4Npq1/3Pp3/NP2Q3/P1P3PP/2R1R2K b - - 3 19,21.0
1brr2k1/3n1ppp/4bn2/2pp4/8/P1N1PNP1/1BB1RP2/3R2K1 b - - 2 25,295.0
r1bqkbnr/pp2pppp/2np4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,139.0
2r5/pp2kp2/3bp1p1/3p2PR/1n1P1P2/1P3N2/P2BK3/8 w - - 0 27,-256.0
rn1q1rk1/ppp2pbp/5pb1/8/8/2N5/PPP1QPPP/R3KB1R w KQ - 0 12,-514.0
7r/8/5p2/1p5P/k3RKP1/8/p7/8 b - - 13 57,749.0
8/p4k2/1p3p1p/3P1p2/2p2N2/P1P2BPP/1P3PK1/1b6 b - - 2 39,-558.0
r1bqkb1r/2p3pp/p3pB2/3p4/2pP4/2P2N2/PP3PPP/RN1Q1RK1 b kq - 0 12,-61.0
r1bq1rk1/2pp1pp1/pp2pn1p/8/2BQP3/1PN5/P1P2PPP/R3K1NR w KQ - 0 10,388.0
1rb2rk1/2q2pbp/6p1/1ppPp3/2N1P3/1P1P2P1/Q4PBP/R3R1K1 w - - 0 39,148.0
2kr1b2/ppp2npp/4pq2/3pp1B1/1n2P2P/N2P1Q2/PPP2PP1/R3K2R b KQ - 1 13,-272.0
rn2kbnr/pbppqppp/1p2p3/4P3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,-100.0
r6k/pp5p/2pr2p1/3p1bPn/1PnK1P2/2N1P2N/8/R4B1R b - - 2 27,633.0
r2qk2r/2p1bpp1/p1npbn1p/1p2p3/4P3/2PP1N1P/PPB2PP1/RNBQR1K1 b kq - 1 10,-55.0
1k5r/ppp2ppp/8/7b/2Pr1P2/1P6/P4P1P/4R1K1 w - - 0 21,-888.0
5Q1k/1pp3p1/p2p4/4p3/1PP1Pn2/P2P4/4BqPK/8 b - - 8 37,6.0
8/8/3p1p2/pBp1p3/P1P1P1k1/3r4/8/2K5 w - - 0 47,-4130.0
1n1q1rk1/3b1pbp/1r2p1p1/BpN1P3/3p1P2/P2PnB2/1PPQN1PP/R4RK1 b - - 2 18,-372.0
r1bqkb1r/1p2pppp/p1np4/4P3/6n1/1P6/PBP1QPPP/RN2KBNR b KQkq - 2 8,125.0
4r3/1p6/p2p2kp/6p1/8/2B3R1/PP3K2/8 b - - 3 31,-26.0
rnbqkbnr/ppp1pppp/3p4/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,4.0
6k1/2R2np1/2p4p/1p1p4/3P3P/1PP1KP2/5P2/8 b - - 1 32,-584.0
8/p7/1p6/2p2BpK/P2p2P1/kP2b3/2P5/8 b - - 29 68,635.0
8/2k3p1/2P2p1p/3K1P1P/6P1/2r2B2/8/8 w - - 17 90,-601.0
1r1r2k1/2q3pp/1pp2p2/4pn2/PP2P2B/3Q3P/2P3P1/R4RK1 w - - 2 23,521.0
1rr3k1/1q2bpp1/3p2np/4p3/4R3/P1P2NPP/1PQB1P2/2K1R3 w - - 6 28,-59.0
r1bqkbnr/ppp2ppp/2n1p3/4P3/3p4/5N2/PPPPNPPP/R1BQKB1R b KQkq - 3 5,72.0
b7/3nn1k1/ppppp1p1/5p2/2PPPP2/2N2B2/PP1B1KP1/7R w - - 0 30,624.0
r4r2/2p1qpk1/2n4p/p1N5/3PQ3/p4P1P/1PP3P1/2KR3R w - - 2 24,479.0
rn1qk1nr/pb1p1ppp/2p1p3/1p1PP3/8/PP1B1N2/2PN1PPP/R2Q1RK1 w kq - 1 13,524.0
5r1k/1p1b4/2n4p/3B1pp1/1P1p2P1/4p3/1P1B3P/R5K1 w - - 0 30,-509.0
r1b1k2r/3n1ppp/1qp1p3/p2pN3/Pb1PnP2/2N1P3/1PQ3PP/R1B1KB1R b KQkq - 2 11,175.0
rnbqkbnr/ppp1pppp/8/8/4p3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,8.0
r5k1/pbp2r1p/npq1p1pB/3nP3/3N1PP1/5B2/PPPQ1R1P/3R2K1 b - - 0 21,-558.0
8/ppp1r1pk/5p2/8/1P2B2p/P4P2/3r1PK1/R7 b - - 1 31,548.0
8/4K3/1p3p2/b4Pk1/P1B5/8/8/8 b - - 0 50,0.0
8/5p1k/b1qb4/2p3p1/p1p1PpP1/P1P2P1P/1P1QN1B1/6K1 w - - 0 41,142.0
r7/1p3k1p/p1p2Pp1/4pR2/4P2P/r7/8/6RK w - - 2 31,-497.0
8/5p1p/6p1/4k1P1/4P2P/2p1K3/8/8 w - - 0 44,-8150.0
5r2/1pp1k3/p6p/1N6/4Pn2/1PP2P2/P2R1K2/8 w - - 0 31,417.0
rnbqk1nr/ppppppbp/6p1/4P3/8/5Q2/PPPP1PPP/RNB1KBNR w KQkq - 2 5,4.0
rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,21.0
3r2k1/p2rpp1p/1p2n1p1/4P3/P3B3/2R2N1P/5PPK/1R6 b - - 4 26,-381.0
r2qkbnr/ppp2ppp/2np4/4p3/4PPb1/2PP1N2/PP4PP/RNBQKB1R b KQkq - 0 5,-28.0
r5k1/1p1nr1qp/4ppp1/p2P4/7R/1PB2R2/P4PPP/2Q3K1 b - - 0 27,-56.0
r2q1rk1/3bbppp/p2p1n2/1Pp1p3/2P1P3/2NP1N2/4QPPP/R1B1K2R w KQ - 0 13,45.0
8/8/p2kp1Q1/3r3p/7P/P7/P4PP1/6K1 b - - 0 50,-657.0
6k1/6p1/6p1/7p/pB2r1P1/P7/1P6/1K6 b - - 0 40,750.0
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,63.0
2rq1rk1/Q4pp1/2p1p2p/8/Pn1P4/3bP1B1/3N1PPP/R1R3K1 w - - 0 25,309.0
2r5/5p2/7p/1pkR4/4B3/2P2pP1/P4P1P/2K5 b - - 4 32,-616.0
rnbqk2r/ppp2ppp/4pn2/3p4/3P4/P1b1PN2/1PP2PPP/R1BQKB1R w KQkq - 0 6,3.0
rn1q1rk1/p3bppp/2p2n2/1p1p4/4PBP1/P2P1N1P/RPP5/1N1QK2R w K - 0 12,-68.0
rnbqkb1r/pppnpppp/8/3pP3/8/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 4,46.0
r1b2b1r/pppp2p1/2n2nBp/2k1p3/4P3/8/PPPPQPPP/RNB1K2R w KQ - 5 11,765.0
1r3k2/5p1p/n4p2/1N2p3/1qP5/5Q2/2K3PP/R6R b - - 11 30,66.0
4k3/6R1/2r1Bp2/5P1p/8/7P/6PK/8 w - - 0 55,801.0
rn1q1rk1/3b1ppp/p2p1b2/1ppPp3/2P1P2P/1P3P2/P7/RNBQKBNR b KQ - 0 11,-156.0
r1b1k1nr/1ppp1p1p/p4qp1/4b3/4P3/2N1N3/PPPQ1PPP/R3KB1R b KQkq - 1 10,-62.0
rn1qkbnr/1b1p1pp1/p3p2p/1pp5/4P3/P2P1Q2/BPP2PPP/RNB1K1NR w KQkq - 0 7,-31.0
rnbqk2r/2p1bpp1/p3pn1p/1p2N3/3PN3/3B4/PPPB1PPP/R2QK2R b KQkq - 1 10,39.0
r2qk3/pppb1pr1/2n1p3/6p1/2BP4/5N2/P1P2PPP/R2Q1RK1 b q - 0 13,117.0
r3k2r/pb1p1ppp/1q2p3/8/P1n1P1n1/2PQ4/2B1NPPb/RNB2R1K b kq - 1 19,465.0
rn1q1rk1/pp2ppbp/2p2np1/2Pp1b2/PP1P4/2N1P3/1B3PPP/R2QKBNR b KQ - 2 8,46.0
r5r1/1b1k1p2/2p1qBp1/1p1pPpQ1/pP1P3P/P1P2K2/2R5/2R5 w - - 1 50,91.0
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,17.0
3r1k1r/2p2ppp/p2q2n1/1pp3PP/4B3/1P2PN2/PBP5/2KN3R b - - 0 21,396.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,47.0
r1bqk2r/p2pbppp/2p1pn2/2p5/4P3/2P2N2/PP1PQPPP/RNB1K2R w KQkq - 2 7,28.0
r3kb1N/ppp3p1/2n2n1p/1B1p3b/3P4/4BP2/PPP3qP/RN1QKR2 b Qq - 2 11,-225.0
6k1/p4p1p/2Q3p1/4r3/8/1P6/P1Pr1PPP/5RK1 w - - 1 24,695.0
8/8/pk2Bn2/1p4p1/7P/5P2/PP6/3K4 w - - 0 31,570.0
r1q1r1k1/pp1bbppp/8/4n3/2PpNR2/1P1P2P1/PB4BP/R2Q2K1 w - - 1 18,164.0
8/6B1/1pk2p1p/p7/K7/8/5PPP/1r6 b - - 0 40,663.0
3Q4/5pkp/p5p1/1p6/4Pq2/1P5P/P5P1/6K1 w - - 1 38,0.0
r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,27.0
r3k2r/pp1qbpp1/2p1pnp1/6B1/3P4/2N4P/PPP2PP1/R2Q1RK1 w kq - 0 14,-26.0
8/8/6R1/5p2/1Pk2P1r/P7/1K6/8 b - - 0 38,-9.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,28.0
rn1qk1nr/pbpp1pbp/1p2p1p1/8/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,37.0
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-23.0
rnbqk1nr/ppp3pp/3bpp2/3P4/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,290.0
r2qr1k1/pp1n1ppn/3B3p/2pP4/4PP2/2N5/PP2Q1PP/R4RK1 b - - 0 16,-200.0
2r1r1k1/1p3p1p/p4b2/2p2p2/8/3P3P/PP2BPP1/2R1R1K1 w - - 3 21,5.0
r4rk1/p1p2pp1/2P1bn1p/4b3/3qP1P1/R2PB2P/2Q1K3/1N3B1R b - - 6 21,81.0
3r1rk1/4bpp1/N1p3bp/1p2p3/4P3/2P4P/PP3PP1/R2B1RK1 w - - 3 20,30.0
r1b4k/pp1q1rp1/2n4p/P1PQppN1/8/8/1P3PPP/R1B1KB1R w KQ - 0 18,797.0
4k3/pr2bp1N/1p5r/8/8/1PN5/5P1P/1K2R3 w - - 0 28,-488.0
rnb1k2r/pppp1ppp/8/4P3/1b5q/2P2Pn1/PP2N2P/RNBQKB1R b KQkq - 1 7,660.0
8/1b3rkp/p2Q2p1/1p1p3r/3Np3/2P2P2/PP4PP/3RR1K1 b - - 4 30,-852.0
r2qk1nr/p1p2ppp/1p1bp3/1B1p1b2/3P4/PQ2PN2/1P1N1PPP/R1B1K2R b KQkq - 1 9,-444.0
4q1k1/5bp1/5p1p/1p1p4/p4B2/2PQ3P/P4PP1/6K1 w - - 0 32,-13.0
rnbq1rk1/ppppbppp/4pn2/8/3P4/2P2NP1/PP2PPBP/RNBQK2R b KQ - 2 5,3.0
6k1/5pp1/1q2p2p/1N6/p1B1P3/7P/5K2/R7 w - - 1 34,-322.0
r1b1r3/pppn2kp/2pb1p2/4p3/4P1P1/2PP4/PP3P1P/RN2K2R b KQ - 0 15,720.0
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq - 3 5,-25.0
1r3rk1/pp1qbppp/3p1n2/8/2P1PB2/2N2nP1/PP3P1P/R2QR1K1 w - - 0 14,296.0
2k2r2/1p1bq1b1/p3p2p/6pQ/1P1p4/P5PP/2P1B3/1NK2R2 b - - 2 29,285.0
r1bqk2r/p1p1bpp1/1pnp3p/4p3/4P1B1/2PP3P/PP3PP1/RNBQ1RK1 w kq - 1 11,26.0
6k1/1b1r2p1/p3R1qp/5p2/2p2Q2/2P2P1P/RP4P1/6K1 b - - 0 33,483.0
r1bqk1nr/pp1p1ppp/4p3/1Bb5/3nP3/P7/1PP2PPP/RNBQK1NR w KQkq - 5 7,27.0
4k3/1r4p1/2pR1p2/1pB1p2B/p3P3/P1P1K3/1P3PPP/8 b - - 0 28,-1258.0
r1bq1rk1/pp1nppbp/3p1np1/2p5/2PPP3/2NB1N1P/PP3PP1/R1BQK2R w KQ - 0 8,104.0
1qr1r1k1/3b1p2/p1n2p1p/4p3/P3Q3/BP1P1N2/5PPP/R4RK1 w - - 0 22,110.0
8/2n3pp/p1k1pp2/8/1PN1P3/P7/5PPP/6K1 w - - 0 35,210.0
rn1qkbnr/ppp1ppp1/3p4/4P3/3P4/5N1B/PPP2P1P/RNBQK2R b KQkq - 0 6,-186.0
r1bqk2r/1ppp1ppp/p2b1n2/1n2p3/2Q1P3/8/PPPPNPPP/RNB1K2R w KQkq - 0 8,-517.0
2kr3r/ppp2p1p/2n2p2/5q2/1b6/1P2PNP1/P1PN3P/R2QKR2 b Q - 5 15,534.0
rnbqkbnr/1p1p4/2p1pp1p/p3P1p1/P2P1PP1/8/1PP4P/RNBQKBNR w KQkq - 0 7,225.0
2k3rr/pppq1p2/3pbn2/4p2p/PPPbP3/2NP1BPp/1B3P1K/1R1Q1R2 b - - 3 18,390.0
r1bqkb1r/ppp2ppp/2n2n2/3pp3/Q7/2P1P1P1/PP1P1PBP/RNB1K1NR b KQkq - 2 5,179.0
rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,129.0
r2qk2r/pp3ppn/2np2bp/2p1p3/2B1P1P1/2PPQ2P/PP3P1N/RNB3K1 w kq - 1 14,-217.0
8/1ppkp3/3P4/3PP3/p7/P1NKB3/1P6/5q2 w - - 1 43,-435.0
1k6/1p4R1/8/8/1Pp5/1b6/8/4K3 w - - 2 51,26.0
r2qk2r/pp1b1ppp/3p1n2/4p3/2Q1P3/2P2N2/P2P1PPP/RNB1K2R b KQkq - 0 10,-366.0
8/3p4/1Pb5/2P4P/6K1/6P1/3kpB2/8 b - - 0 79,-820.0
rnb1kbnr/p2p4/7p/2q1N3/1p2P1P1/P1P3P1/1B1N1PB1/R2QR1K1 b kq - 0 18,-609.0
4kb1r/2p2p2/p5p1/1p1p3p/1P1P4/3P3P/P1P3P1/R4QK1 w k - 0 21,715.0
3r1rk1/p1p3p1/1pn3Qp/4qp2/1P2p3/2P1B1P1/P4P1P/2R1R1K1 b - - 1 22,310.0
r3k2r/qb1n1p2/p1n1p1pb/3pP2p/2p2P2/B1N3PB/P1P3NP/1R1Q1RK1 w kq - 1 25,-137.0
rnbqkb1r/pppppppp/8/6B1/3Pn3/5N2/PPP1PPPP/RN1QKB1R b KQkq - 4 3,34.0
3r2k1/p5p1/1p2q3/3b1p1Q/4p3/4P1p1/r4PBP/1R1R2K1 w - - 0 31,-128.0
r2q1rk1/pp1nbppp/2pp1n2/8/1PPPB3/4PN1P/P4PP1/R1BQ1RK1 b - - 0 13,377.0
rn1q1rk1/1b2bppp/p4n2/1p1p4/2pP4/P1P2N2/BP2NPPP/R1BQ1RK1 b - - 0 12,-12.0
r3k2r/pbq1bpp1/4p1p1/3pP3/PPpB1P2/2P2R2/3N2PP/R3Q2K b k - 4 21,-182.0
r4rk1/pp3ppp/2p1p3/3n2q1/3P2N1/6Q1/PPP2PPP/3R1RK1 w - - 7 18,5.0
rnb1k1nr/4q3/2pp4/1p2p2p/4P3/1P3P2/P3BNPP/RN1QK2R b KQkq - 1 16,-148.0
r1bq1rk1/ppp2ppp/1bn2n2/3p3B/4p3/4P3/PPPPQPPP/RNB1K1NR b KQ - 1 9,527.0
r4rk1/p1p2ppp/2pb1n2/q4p2/8/P1N4P/1BPP1PP1/R2Q1RK1 w - - 2 14,-123.0
r1bk1bnr/ppp2ppp/2n5/4p3/4P3/2N5/PPP2PPP/R1B1KBNR w KQ - 2 6,45.0
rn2kbnr/pbppq2p/1p2pp2/6p1/4P3/2PPBN2/PP2BPPP/RN1QK2R w KQkq - 0 7,104.0
5rk1/pp4pp/2pp2p1/4p3/4P3/1P1P2nP/PP4P1/RN2K3 w - - 2 23,-281.0
1r1q1rk1/1bpp1pp1/1p2pn1p/p7/3NP3/1QPPPN1P/PP4P1/R4RK1 w - - 0 17,-16.0
8/pp3B1k/n1p3R1/4P3/6p1/2P3P1/PP3r2/2K5 b - - 1 34,344.0
8/8/1pPk3p/1P4p1/2K3P1/7P/8/8 w - - 1 45,8128.0
r1b2rk1/ppp2pp1/3p3p/7Q/2B1P3/2NPP3/PPP3PP/R4qK1 w - - 0 14,651.0
r4rk1/1p3p1p/p5p1/Pp2P3/1R2p1b1/2P5/2P2K1P/8 w - - 0 25,-1034.0
3r2k1/Q1pn1ppp/3b4/8/P7/1BB2P2/2P3PP/R5K1 b - - 0 25,-596.0
r4rk1/1bp2pbp/p2p2p1/P2P1q2/1B6/1Q1P3N/5PPP/5RK1 w - - 5 22,-697.0
r1bqr1k1/ppb2ppp/2n5/4p3/2Pp4/1P1P2P1/PB1N1PBP/R2Q1RK1 w - - 2 15,-17.0
rnb1k2r/pp2q1pp/2p1p3/3p1p2/2PPn3/2NBPN2/PP3PPP/2RQK2R b Kkq - 1 9,-85.0
r1b3k1/pp1p2B1/2n1p1rp/5p1q/3P2n1/2P2N2/PP2BPPP/RN1Q1RK1 b - - 0 17,-85.0
6k1/1r3p1p/6p1/Rn6/6PP/4KP2/8/8 b - - 0 40,467.0
8/p3n1p1/3k1p1p/8/PPB2P2/2P1K2P/7P/8 w - - 3 35,474.0
