fen,score
5k2/5ppp/p4b2/1p6/8/2P5/PP3PPP/6K1 w - - 1 24,-457.0
3k4/8/7p/1p3Kp1/4Np2/8/5PPP/4q3 w - - 0 52,-725.0
3k1bnr/Npp1pppp/8/8/5B2/8/PPP2P1P/3K2Nb w - - 0 14,-627.0
3rr1k1/pp4pn/2n1bp1p/2pp4/6PP/P1PP1PR1/1P1NB2N/4R1K1 w - - 0 23,-10.0
rnbq1rk1/1p3pp1/p2bpn1p/P2p3P/1P6/2PBP3/5PP1/RNBQK1NR b KQ - 1 10,274.0
r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 5 4,0.0
r1bqkb1r/pp2ppp1/2n2n1p/2pp2B1/3P4/2P2N1P/PP2PPP1/RN1QKB1R w KQkq - 0 6,-34.0
r4k2/pb1p1ppp/np6/2p1Nn2/8/2N3P1/PP2PPBP/R4RK1 b - - 3 16,-583.0
r3k2r/1p1nqppp/p2p4/2pNp3/1PP3n1/P2P1N2/3Q1PPP/R3K2R b KQkq - 1 17,47.0
r1r2b1Q/p2q1k1p/b3p1p1/3p1p2/2pP4/6P1/PP3PBP/2R1R1K1 b - - 3 25,656.0
5k2/1R3p1p/4p1pP/3pP3/p5P1/8/6K1/r7 w - - 5 41,-509.0
1r3rk1/2p2pp1/p1bp1q1p/7N/1p2P3/2P1QPP1/P1P4P/3RK2R b K - 1 20,235.0
r4rk1/5pp1/p3p2p/1pP1P3/1Pp1pPP1/P1P5/4B2P/R2R2K1 b - - 1 24,-507.0
rnb1k1nr/pp1pq1bp/2p1p1p1/5p2/2P5/1PNP2P1/PB2PPBP/R2QK1NR w KQkq - 2 8,90.0
r2B1rk1/1b1n2pp/p7/3p4/2pPpP2/4P3/PpN1Q1BP/1K1R3R b - - 1 21,-592.0
rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,11.0
3r1b2/2k5/p7/3qpB2/8/P7/1P1B1PR1/1K1R4 w - - 6 27,38.0
8/8/4k1p1/1p3p1p/1P3P1P/P3K1P1/8/8 w - - 0 40,679.0
3r1b1r/1pp1kp2/2nqpn2/1B4Np/Q2P2b1/4P3/PP1B1PPP/R4RK1 w - - 1 19,236.0
r2k3r/p1p2ppp/1bQ1b3/4pq2/8/BP4PP/P2P1P2/5RK1 w - - 1 18,-549.0
3r4/R4p1p/4p1p1/4k3/2P5/1B5P/5PP1/6K1 b - - 2 32,-450.0
2kr3r/1ppb1pp1/p1nq3p/3pp3/2PP4/PQ2P2P/1P1N1PP1/2R1KB1R b K - 0 14,158.0
1k1r3r/ppn3p1/2p1pnbp/3P4/1bP1N3/1P3P1B/P2N4/2K1R2R b - - 2 30,715.0
r1bq1rk1/pp1pnpbp/2n3p1/1Bp1p3/Q3P3/N1P2N2/PP1P1PPP/R1B1R1K1 b - - 5 8,91.0
r1bqkbnr/pp2nppp/3p4/3Pp3/4P3/3B1N2/PP3PPP/RNBQK2R b KQkq - 0 7,-103.0
r1bqkb1r/1pppnppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5,-32.0
2r3k1/p6p/4pBpP/3b4/3P4/4QP2/6P1/2q3K1 w - - 0 35,-779.0
2kr3r/ppp4p/2b5/3pPR2/3Pq1p1/2P5/PP4PP/RN1Q3K w - - 1 19,195.0
4rnk1/p7/bq2p1p1/6Pp/P1p4P/1p3P2/1PQ5/KB1RR3 w - - 0 34,292.0
r1r3k1/1R3pp1/2qpp2p/3n4/3P4/PQ2PN1P/1P3PP1/4R1K1 w - - 15 34,282.0
r1bqk2r/pp2bppp/2nppn2/2p5/4PP2/3PBN2/PPP1B1PP/RN1QK2R w KQkq - 3 7,-26.0
r2q1rk1/ppp1bppp/3p1n2/3P4/4PPb1/2NQ1N2/PP4PP/R1B1K2R w KQ - 3 12,29.0
8/pp3k2/2p5/4P3/5P2/2P5/PP5P/R5K1 w - - 1 34,1310.0
8/8/1p1p1k1p/p1b2pp1/8/4rBP1/6KP/1R6 b - - 5 40,627.0
rnb1k2r/ppp5/5n1p/1B1p1p2/1P1P2p1/8/P2N1PPP/R2QK2R b KQkq - 2 18,-574.0
r4r1k/3b2p1/n1p1p3/p2pP1NB/PpPP1P2/1P4p1/6PP/2R2RK1 w - - 0 25,492.0
1r1q1rk1/p3npbp/2n3p1/1p6/3pN3/1P1P1N1P/1PP2PP1/1R1Q1RK1 b - - 0 16,468.0
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,39.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,26.0
5rk1/1p4bp/p1npqnp1/2p3B1/4P3/2NP4/PPP3PP/R2Q1RK1 w - - 2 15,391.0
1r1q1k1r/ppb2pp1/5p1p/P1p5/1P1pQ3/2PP4/5PPP/RN2R1K1 w - - 1 18,-5.0
r1b2rk1/pp1nqpbp/2p3p1/4p3/4P3/2P1RNP1/PP1N1PBP/R2Q2K1 b - - 0 13,79.0
r3k2r/1ppbbp1p/p1n1qnpN/3p4/4P3/1BP1BP2/PP1N2PP/R2QK2R b KQkq - 1 13,38.0
2r2rk1/p4ppp/b7/8/8/1P1p4/PBP3PP/2R3KR w - - 0 22,-18.0
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,-73.0
8/6R1/2p1r3/2P1p1k1/6P1/3PKP2/8/2n5 b - - 2 50,35.0
rnbq1rk1/1pp1bppp/p3pn2/8/2BP4/4PN2/PP1N1PPP/R1BQ1RK1 w - - 0 8,27.0
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/1BNP4/PPP2PPP/R1BQK1NR b KQkq - 4 5,13.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-18.0
r1bqk2r/ppp2ppp/1P6/n3p3/8/2PP3P/P1B2Pp1/RNBQR1K1 b kq - 1 13,-306.0
r4rk1/p4ppp/1p3n2/q1p5/2B1P3/4KP2/8/R6R b - - 1 26,1052.0
r1bq1rk1/ppp2ppp/2n5/3n4/8/2PP2P1/P4PBP/R1BQK1NR w KQ - 0 10,-99.0
8/3k4/P2p4/1np4p/P7/5K2/3N2PP/8 b - - 0 44,-353.0
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,60.0
rnbqk2r/ppp3bp/5np1/4pp2/2P5/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 0 8,187.0
2kr2n1/pppb3N/3pp3/3n1p2/P7/1P2P1PB/1BPP1P1P/3K3R b - - 4 18,-363.0
rn1qk2r/pb2bppp/1pp1pn2/4P3/2PP3P/2NBB1P1/PP6/R2QK1NR b KQkq - 0 11,-246.0
1r4k1/7p/4N1p1/p2R1p2/1b6/1K6/P5PP/8 b - - 0 36,268.0
8/6K1/5P2/8/2k5/5P1n/8/8 b - - 0 49,-8.0
r1b1k2r/1pp2p1p/p2p1p1n/2bNp3/2BnP3/3P1N2/PPP2PPP/2KR3R b kq - 3 10,419.0
r4rk1/p3bppp/bpp1p3/2P1P3/1n2p3/1BN5/P4PPP/R1B1K2R w KQ - 2 15,-447.0
r1b1kbnr/ppp3pp/2np1q2/1B3p2/4Pp2/2N2N2/PPPP2PP/R1BQ1RK1 w kq - 2 7,284.0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-36.0
r2qkbnr/6pp/p1np2b1/1ppNppB1/4P3/1BPP1N1P/PP3PP1/R2QK2R b KQkq - 1 11,-264.0
r1bqk2r/ppp1nppp/8/b3p3/4p3/1BPP1P2/PP4PP/R1BQK1NR w KQkq - 0 10,6.0
8/8/1N2k1n1/2P4p/PP2P1p1/4Kp2/7P/8 w - - 2 35,567.0
3r2k1/5ppp/p7/1p1pP3/1P1R4/P3r2P/5PP1/6K1 w - - 0 28,8.0
rnbq1rk1/ppp1bppp/3pp1n1/8/2PPP3/2NB4/PP2NPPP/R1BQ1RK1 b - - 1 7,-58.0
r6r/2kb2Q1/2p5/p2p1n2/5P2/P1q2N1P/5PP1/R3R1K1 w - - 1 27,761.0
r4rk1/pp2qpbp/4bnp1/8/4P3/P1NQ1N1P/1PP2PP1/R1B2RK1 b - - 0 13,-211.0
8/5p1p/p7/P1K2p2/5P2/5kP1/7P/8 b - - 2 49,-586.0
8/8/6k1/8/6n1/P3pK2/6p1/2R5 b - - 3 48,-424.0
r5k1/6p1/p3N2p/1p1p4/4pr2/2N4P/PPP1K3/8 b - - 1 29,650.0
r1bq3r/p3k1pp/2pbpp1n/3p3Q/4P2B/2PB4/PP3PPP/RN2K2R b KQ - 0 11,39.0
rnbqkbnr/pp1p2pp/2p5/4p3/8/2N1P3/PPP2PPP/R1BQKBNR w KQkq - 0 5,419.0
1r5r/4P3/p1pN1kpp/3p4/8/7P/PP3PP1/4RK2 w - - 0 35,473.0
8/5pk1/1p4p1/p3b3/Pn6/4KB1p/8/8 b - - 1 59,3562.0
rn1qkbnr/ppp3pp/3pp3/8/3PPp2/5N2/PPP3PP/RNBQK2R b KQkq - 0 6,-3.0
r3kbnr/ppp1q1pp/2n5/1B1pP3/5B1P/5Q2/PPP3P1/RN2K2R b KQkq - 0 10,-113.0
r3kb1r/pppqp1pp/2n2n2/3p4/3P4/2P2P1P/PP2N1P1/RNBQK2R w KQkq - 1 10,0.0
r1bq1rk1/2p1b1pp/1pn1pn2/p2p1p2/3P1P2/2PBPN2/PP1N2PP/R1BQ1RK1 b - - 1 10,64.0
8/5Nk1/r7/7P/5KP1/8/8/8 w - - 5 64,0.0
2N5/1p6/4k3/pP2p2p/P1PrP3/7P/6P1/6K1 b - - 2 37,559.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-12.0
r2q1rk1/ppp3bp/2npbnp1/3Npp2/2P5/3PP1P1/PP2NPBP/1RBQ1RK1 b - - 3 10,-46.0
8/p6p/1p1pk1p1/2p3K1/1PP3P1/P7/3B1PP1/8 b - - 7 31,-584.0
rnbqkbnr/ppppp3/8/5ppp/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,394.0
6k1/6p1/1Q6/p5q1/8/6K1/7P/8 w - - 2 57,-3578.0
8/4rk2/2Q1p1p1/3pP3/P1pP2p1/2K4P/8/8 w - - 0 37,670.0
rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,43.0
r1bqr1k1/1p2bppp/p4n2/3p2B1/8/2NQ4/PPP2PPP/R4RK1 w - - 1 16,-500.0
rn1qkbnr/pbp2ppp/1p2p3/8/3Pp3/3B1Q2/PPP2PPP/RNB1K1NR w KQkq - 0 6,-21.0
r1bqk2r/pp3pp1/2pb1n1p/4p3/4P3/2NP1P2/PPQ3PP/2KR1BNR w kq - 1 11,-79.0
2R5/5pkp/6p1/8/8/4R2P/5r1r/4K3 w - - 5 39,-661.0
8/4n3/1p1k3p/p4pp1/P2N4/2P1K1PP/1P6/8 w - - 0 46,-5.0
8/1p6/p5B1/P2pr3/2k5/5KP1/8/8 w - - 0 47,-724.0
r1bq1rk1/pppnppb1/3p1npp/8/2PP1B2/2N2NP1/PP2PPBP/R2Q1RK1 b - - 1 8,-46.0
8/3R3p/2r3p1/6k1/8/2rpp3/1K6/7R w - - 0 52,-748.0
r1bqr1k1/ppp2pp1/2n4p/3np3/8/P1BP1N2/1PPQBPPP/R3K2R w KQ - 0 11,-61.0
8/P4p2/7p/8/1B2k1p1/2R3P1/KR5P/3q4 b - - 24 66,-654.0
r1bqkbnr/ppp2ppp/2n5/4p3/8/5p2/PPPPB1PP/RNBQK1NR w KQkq - 0 6,-437.0
r1bqkb1r/pp1npp2/2p2n1p/3p2p1/2PP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,50.0
2kr2nr/pp1b3p/2p1p1p1/3pn3/1P1N3P/2P3P1/2KN4/5B1R w - - 4 22,-673.0
2knN1R1/ppp2p2/8/3p4/3P3P/2P5/r7/1N2KR2 b - - 1 33,-583.0
r2q1rk1/b1p2pp1/p1np1B1p/1p1N4/3PP3/1P3N2/1P3PPP/R2Q1RK1 b - - 0 14,-462.0
8/3k3p/6p1/5p2/PB3P2/4K1PP/8/8 b - - 2 42,-913.0
2kr1bnr/pppbp1pp/2n5/1N1p1p2/1q1P1P2/1PP1PN2/PB4PP/R2QKB1R b KQ - 0 9,-280.0
r3k2r/1p2npb1/p1p1p1pp/q3Pb2/3PN3/2N2Q2/PP3PPP/R1B2RK1 b kq - 1 14,-58.0
N7/p3rp2/4k1p1/1P1pP2p/3K4/6P1/7P/4R3 w - - 1 37,553.0
N2k1b2/pp1n1p2/3p4/3P4/4q1p1/4B3/PPP1KR2/3R4 w - - 0 23,-528.0
rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,33.0
5r2/3q3k/2p3rp/1pPnQp2/p2P4/P5PB/5P1K/3RR3 w - - 8 35,89.0
r4rk1/pb3ppp/4p3/qpP5/3P4/2P3RP/P2Q2P1/R5K1 b - - 2 23,462.0
rnb2rk1/p5p1/2p1pp1p/1p1qN2Q/3PP3/P1PB4/5PPP/R4RK1 b - - 0 16,-214.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,10.0
rnbqkbnr/pppp1ppp/8/8/3Pp3/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,53.0
rn1qk2r/ppp1ppb1/7p/5bp1/3Pp3/4PPB1/PPP3PP/RN1QKB1R b KQkq - 0 9,-46.0
1r2kb1r/p2nqppp/2Qp3n/8/2B1P3/3b4/PB3PPP/RN2R1K1 w k - 0 14,38.0
r5k1/3r1p1p/1R4p1/1p6/1P1Nn3/P3P3/5PPP/5RK1 w - - 3 25,364.0
rnbqk2r/pp2bppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,-34.0
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-45.0
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/1P6/PBPN1PPP/R2QKBNR b KQkq - 4 5,0.0
r3kb1r/pp1b1ppp/8/1Bpn4/8/1P6/P1P2PPP/RNB1K2R w KQkq - 2 11,-7.0
3rkb1r/p1p3pp/2ppb3/4p3/4n3/2P2N2/PP2BPPP/RN2K2R w KQk - 0 12,-212.0
r3bk2/pp3n2/1q2p3/2ppQ3/5P2/1PPPB3/P2NB2P/R6K w - - 4 28,596.0
2kb2nr/ppp5/8/4q2p/4NpB1/1PP5/PBQ2P1P/2K4R b - - 0 21,-327.0
r5k1/1p1b3p/2pq2p1/1P1p2R1/2p2r1P/2P3N1/2Q2PP1/3R2K1 w - - 1 25,-165.0
rnb1kbnr/pppp2q1/4pp2/4P1pp/2BP4/5N2/PPP2PPP/RNBQR1K1 b kq - 0 7,-164.0
rn2k1nr/pppbq1bp/3ppp2/6p1/3PP3/2PBBN2/PPQN1PPP/R3K2R w KQkq - 0 9,171.0
2kr2r1/ppp2p1p/4p2b/8/2nP4/1PN4P/P1P2PP1/1K1R3R b - - 0 17,564.0
r2qkb1r/ppp2ppp/3p4/3Pn3/8/2P2N2/P4PPP/R1BQ1RK1 b kq - 0 11,89.0
r4rk1/1bq2ppp/pp2pn2/2n5/2PN4/5N2/PPQ1BPPP/R3R1K1 w - - 2 16,12.0
8/1p3k2/p4p1p/2p1nPp1/P1P3P1/1P2R1PP/4R1K1/q7 w - - 1 34,-411.0
8/8/8/p4R1p/1k6/7r/3K4/8 w - - 0 64,-536.0
r1b1r1k1/ppqn1pbp/2pp1np1/4P3/8/1P1BPN2/PBPNQPPP/2R2RK1 b - - 0 11,18.0
rn1qk2r/2pp1pp1/p3pn1p/2P5/1pB4B/5b2/PPP1QPPP/R4RK1 w kq - 0 13,40.0
3r1rk1/p2q1p2/2P3p1/1N2P3/2Q2PpR/6K1/PP4P1/R1B5 b - - 0 26,-893.0
r1b2rk1/pp4b1/1n1p2pp/3Pp3/7q/1BN4P/PP1B1PP1/R2Q1RK1 w - - 0 17,151.0
rn2k2r/pp3ppp/8/2bp4/8/5N2/PPb1BPPP/R1B2RK1 w kq - 0 12,55.0
r1b2rk1/2p2ppp/p3p3/2N1n3/8/8/PP2N1PP/R4RK1 b - - 3 18,238.0
rnb1kbnr/pppp1p1p/5q2/6p1/2B1Pp2/5N2/PPPP2PP/RNBQK2R w KQkq - 2 5,108.0
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,42.0
8/5k2/6p1/6P1/3P3r/4PK2/4R3/8 w - - 3 48,669.0
5r2/p5kp/1qp1Q1p1/3p4/3b4/1P3P1P/P1N3K1/4R3 b - - 3 26,241.0
1nb1k3/1pqnbp2/2p1p2r/2PpP1pP/1P1P2P1/2NB1N2/1BQ5/5RK1 w - - 1 23,380.0
r1b2rk1/ppp2p1p/6p1/2Q5/2BP4/4q3/PP4PP/RN3R1K b - - 0 15,-467.0
r1bq1rk1/ppp2ppp/3p1b2/3N4/2BnP1n1/5N2/PPP1QPPP/R1B2RK1 w - - 6 11,58.0
4rr2/p1p3kp/2p3p1/8/3P4/2P2P2/PP3KPP/R3R3 w - - 2 21,496.0
r3k3/3q1p1p/1p1p4/p2ppP2/P3P1nP/2N4N/1PPQ2n1/R2K4 w q - 0 25,405.0
r3r1k1/pp4p1/n2p3p/2p2p1P/2q5/2R2N2/2PB1PP1/3Q1RK1 b - - 1 28,-256.0
8/8/5pkp/8/7R/8/4r3/6K1 w - - 1 46,-489.0
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,33.0
r2r2k1/ppp2ppp/2n1b3/8/2B1Pn2/P1B2N2/1PP3PP/R3K2R w KQ - 4 13,4.0
8/p5k1/2K5/8/2P4P/1P6/b7/8 w - - 0 45,25.0
3r1rk1/1b1n1pp1/1q2pB1p/1Bb5/8/2N1PN2/1P2QPPP/2R2RK1 b - - 0 17,-419.0
8/6k1/p3p1pp/1pprP3/4RP2/PPK3PP/8/8 b - - 0 36,17.0
rnbq2nN/ppk3p1/2pb1p1p/3p3Q/3PpP2/1BN1P3/PPP3PP/R1B1K2R w KQ - 1 12,569.0
4r1k1/1pp3pp/p2q4/3P4/1nP1r2P/P4NP1/1Q3P2/R4RK1 b - - 0 25,-43.0
2Rr1rk1/6pp/1p6/p3p2n/3pB3/3K2P1/P4P1P/2R5 b - - 0 25,694.0
rnbqkb1r/pp1p1ppp/4pn2/8/2PQ4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 5,16.0
r2q1rk1/pb4b1/1pnpp2p/5pp1/3P4/3B1NP1/PPPN2PP/R2Q1RK1 w - - 2 15,-60.0
2kr4/1p1bb3/1qp5/p4pnp/1PBP4/P6P/4NPP1/R2QR1K1 w - - 0 23,342.0
7r/4Rrk1/p2pQ2p/1p1Pn1pB/4Pq2/8/PP3PPP/5RK1 w - - 1 24,938.0
r1b1k2r/ppp5/1n2qp2/6p1/2pPN2p/P6P/1P3PP1/R2QKB1R w Qkq - 1 19,-121.0
rn1qkbnr/ppp1pp1p/3pb1p1/7Q/3PP3/8/PPP2PPP/RNB1KBNR w KQkq - 0 4,96.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,43.0
8/p7/4Pk1p/2q3p1/8/2P3QP/PP4PK/3R4 w - - 0 34,1669.0
r7/pppb1kpp/3p1p2/3N1P1n/4P1nB/P7/1PP3PP/R4RK1 b - - 1 18,-347.0
r3k2r/p3n2p/2pp4/4n3/4P2P/8/PPPNbRP1/5RK1 w - - 0 26,-333.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,-13.0
r1bq1rk1/2p2ppp/p1n2b2/1p1np3/8/1BPP1N2/PP3PPP/RNBQR1K1 w - - 1 11,66.0
rnb1k1nr/p3qppp/2pp4/2b1p1PQ/2B1P3/1P3N2/P2P1P1P/RNB1K2R w KQkq - 1 10,42.0
rnbqkb1r/ppp3pp/4p1n1/5p2/3P4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 4 7,145.0
4r1k1/Q4ppp/1pNb2q1/3B2P1/2pP1B2/6P1/PP2PP2/R4RK1 b - - 0 21,-1425.0
r2q1rk1/1b2bppp/4p3/2npP2Q/3N1BP1/4P3/PP3P1P/2R1K2R b K - 0 16,640.0
2q2rk1/7p/R2Q2p1/1b1P4/4NB2/7P/1b3PP1/6K1 w - - 1 31,496.0
r4k2/6p1/pR6/3Qp1q1/8/b1P3P1/5P2/6K1 b - - 5 30,305.0
6k1/7p/p3ppp1/p5b1/8/1KP5/PP1r4/4R3 b - - 1 33,636.0
r2nkb1r/1npq1pp1/3p3p/3Pp3/1P2P3/2P1QN1P/P4PP1/R1B2RK1 b kq - 0 18,69.0
rnbq1rk1/pp2bppp/5n2/3pp3/8/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,0.0
rnb1k2r/pp1p1pp1/1q3B1p/3Pp3/8/2N5/PP1KPbPP/R2Q1BNR b kq - 1 9,347.0
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/5N2/1P2PPPP/RNBQKB1R w KQkq - 0 5,44.0
r1bq1rk1/pp2bpp1/3p1n1p/4p3/2BNP3/7P/PP3PP1/RNBQR1K1 b - - 0 11,-68.0
r1b5/pppp1kp1/2n4p/4p3/3bP3/3P1N2/PPP2PPP/R3K2R w KQ - 1 14,-150.0
r1b1kbnr/1p4pp/3p4/4p3/1pP1Pp2/p2P1P2/P5PP/KNB2BNR w kq - 0 16,-242.0
rnbqkbnr/1ppppppp/8/p7/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-131.0
8/r2n4/2k5/pp1p1p1r/3P1R2/1PP2NP1/P4P1P/2R3K1 b - - 3 26,-505.0
r5k1/5p1p/p4Pp1/4p1P1/3p4/6r1/R5P1/5R1K w - - 2 33,-543.0
8/5pk1/4b1p1/8/1N6/p3P1KP/5rP1/8 b - - 1 39,760.0
3nk2r/2Qb4/1p6/p5Pp/P7/6P1/7P/1qB3K1 b - - 0 35,793.0
r7/1pp1kpb1/p2p2b1/8/1PP5/N1n4N/P2B4/R3K3 b Q - 1 23,585.0
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-24.0
r1bqkbnr/ppp1n3/4pp2/3p2pp/3P4/3BPNBP/PPP2PP1/RN1QK2R w KQkq - 2 8,103.0
b1r2rk1/2qn2pp/1pp1N1n1/3p4/N4P2/3P1B2/1QP1K2P/R6R b - - 0 24,567.0
r2q1rk1/pb3ppp/2p1pb2/2pn4/2N5/1P1P4/PBPNQPPP/2KR3R w - - 9 14,176.0
rnbqkbnr/pp1p2pp/2p5/4p3/5P2/2N1P3/PPP3PP/R1BQKBNR b KQkq - 0 5,-117.0
3b1k2/r4p1n/1n6/p1pq4/Pp2p1QN/3P3P/1PP2PP1/R4RK1 b - - 1 24,64.0
r4rk1/4bpp1/2N1p2p/p7/2QP4/P4P1P/3q2P1/RR4K1 b - - 3 27,136.0
r7/5pk1/4p1p1/4P2p/5P2/6P1/3R1K1P/8 w - - 8 54,0.0
r1b1k2r/p2nppbp/2p3p1/4p3/2P2P2/1P6/PB1N2PP/R3KB1R w KQkq - 0 14,-19.0
6k1/5rpr/6R1/5PRp/P6P/1P4P1/5PK1/8 b - - 6 37,-657.0
2r5/pr5p/1p3p1k/5P1P/P2P4/2P5/3K4/2R5 w - - 0 33,-553.0
6k1/p4pp1/4p1np/4P3/3q2PQ/3p1P1P/P2r4/4RK2 w - - 2 28,-1308.0
r1bqkb1r/ppp2pp1/2n2n1p/2Pp4/3P4/5N1P/PP3PP1/RNBQKB1R b KQkq - 1 7,-8.0
1r2k2r/pb4pp/8/4p3/1P6/3Q3P/PP2N1q1/1RB1KR2 b k - 0 21,-452.0
2kr1b1r/ppp1n1p1/7p/3pP3/3n1P2/3Q4/PPP3PP/R1B2RK1 w - - 0 18,628.0
8/p3kp1p/1pn4b/2p2p2/8/1PN2pP1/1PPr2BP/1K4R1 w - - 0 21,-285.0
r7/pbp1bpk1/3p1n2/2p5/2B1PP2/2N5/PPP3PP/R4RK1 w - - 0 18,490.0
rnbqkbnr/ppp2ppp/8/4p3/4p2N/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,-223.0
rn1qk2r/1b3ppp/p4b2/2pp4/8/2N3P1/PPP1NPBP/R2Q1RK1 w kq - 0 12,237.0
r2q1rk1/1Q1b1ppp/p4b2/8/8/4PN2/PP3PPP/R1B2RK1 b - - 0 14,0.0
8/4ppkp/6p1/4P3/6P1/5K2/8/8 b - - 0 35,3587.0
r1bqkb1r/pp1p1ppp/2n1p3/2p1N3/2B5/2N4P/PPPP1PP1/R1BQK2R b KQkq - 0 7,169.0
r2qkb1r/ppp2ppp/2npbn2/4p3/2P1P3/3P1N1P/PP3PP1/RNBQKB1R w KQkq - 1 6,46.0
r5k1/p1p2ppp/1p3q2/5r2/1b1P1N2/4PP2/PP2K1PP/2R4R b - - 3 17,783.0
rnbqkbnr/ppp1pppp/3p4/7Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,47.0
2r5/p4pp1/1p1pkb1p/8/1PPpPP2/3P1K2/P5RP/2R5 w - - 2 29,412.0
r2bk2r/1bq1npp1/2n1p2p/3pP3/B2P1B2/2N2N2/5PPP/2RQ1RK1 b kq - 0 17,-13.0
r2q1k1r/p2b2pp/3R1p2/2P1p3/1B6/1QP1pPP1/P3N1BP/R5K1 b - - 0 27,-1098.0
1r6/3r4/2RPk1p1/4PpPp/p7/P3BK1P/8/8 w - - 1 52,-294.0
r3kb1r/p1pb3p/2pppqp1/3n4/3N4/8/PPP1QPPP/RNB2RK1 w kq - 2 12,-212.0
r5k1/2bn1rp1/2pqp1pp/pp6/3P1PPn/P2BP2P/1P2N3/R1B1QRK1 b - - 2 20,153.0
r4rk1/pbpqbppp/1p1p4/1P1Pp3/P3P3/3B1P2/1B4PP/R2Q1RK1 w - - 1 17,23.0
6k1/pp3p1p/2n3p1/5NQ1/4p3/4B3/PPP2PKP/3q4 b - - 0 26,156.0
b3k1r1/3p1p2/4p2p/1p5Q/3qP2p/1N5P/5PP1/3R2K1 b - - 2 26,1714.0
r4rk1/pppq1ppp/3bpn2/3p1b2/2PP4/P1N1P3/1P1BBPPP/R2QK2R b KQ - 2 10,73.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-41.0
2k2r2/p5p1/Pp1ppq1p/1Pp5/2P1P1Q1/3P3P/6P1/4R2K b - - 4 28,0.0
8/p4p2/1p3k2/4pP2/1P2B1KP/n2P4/8/8 w - - 0 40,-3.0
r3k2r/pp2bppp/2q1pn2/2p5/8/1P1P4/PBP2PPP/RN1Q1RK1 w kq - 1 12,14.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,28.0
1q3rk1/7p/8/1p1R1pP1/p7/5RKP/P1PN2P1/4r1b1 w - - 3 36,-807.0
8/6pk/6bp/6P1/1p1q4/3pR2P/P1pQ3K/8 b - - 0 37,1415.0
