fen,score
rn2k2r/ppp1qppp/4bn2/8/1bPP4/2N5/PP3PPP/R1BQKBNR w KQkq - 3 7,90.0
r2qkbnr/p2b2pp/4p3/2pP4/5p2/3Q1N2/PP4PP/RNB1K2R w KQkq - 0 12,48.0
6k1/p4p2/1p2p3/1P4p1/2P2r1p/1B1r1PK1/P7/R4R2 w - - 0 37,-27.0
3q2rk/2p2p1p/2P2p1B/2p2b2/8/3p1PP1/Pr1Q3P/R3R2K w - - 0 27,236.0
rnbqkb1r/ppp3pp/5n2/3ppp2/7P/3PPPP1/PPP5/RNBQKBNR b KQkq - 0 5,-167.0
rn2kb1r/1b3ppp/1q3n2/pp1pp1N1/P7/1B1P3P/1PP2PP1/RNBQ1RK1 w kq - 2 12,136.0
r2r2k1/4bppp/p7/1p2P3/3nR3/5P1q/PP3P2/2RQ1NK1 w - - 0 25,-137.0
rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,54.0
3r4/ppk2p1p/2p2Pp1/8/2P5/4n3/PPK4P/RN6 w - - 2 29,-377.0
8/8/5p2/2K1pBk1/4P3/8/8/8 b - - 0 56,381.0
r1q2rk1/1pp2pbp/p4p1B/8/5Q2/5P2/PP3P1P/R2R2K1 b - - 2 17,-11.0
3r4/5k1p/1R6/1p4p1/1r6/7P/6PK/8 w - - 0 44,-535.0
4r1k1/6pp/8/Qp3pK1/2p4P/2P3P1/1P6/5q2 b - - 1 38,-702.0
7k/pp5p/2pK2p1/3N1bP1/1P3P2/7r/8/4n2R w - - 0 35,-342.0
5r2/R1R2p1p/4pk2/P5p1/3PP3/bP6/4KPPP/8 b - - 0 30,572.0
rnbq1rk1/3p1ppp/p2b1n2/2p5/Np6/3PPP2/PP4PP/R1BQKB1R w KQ - 2 11,-531.0
r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,-37.0
2Q3n1/4r1k1/2p5/2P1p1qp/3nP1B1/3P3P/5PP1/5RK1 w - - 0 39,-197.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-12.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-12.0
rnbr4/1p1k1B1p/p3p1pB/1Pn1P3/8/8/P3KPPP/RN4NR w - - 0 16,444.0
3r2r1/1b3pk1/p2ppp2/1p4p1/8/6RP/PPP1BPP1/3R2K1 b - - 5 25,-124.0
r1bq1rk1/p3npnp/4p1pQ/1p1pP3/2pP2P1/1PP2N1B/P4P1P/RN2K2R w KQ - 3 14,173.0
5rk1/1p4n1/3Ppppp/4P3/2r2PP1/8/5K1P/1R1R4 w - - 0 35,-202.0
rnbqk2r/ppppb1pp/4pn2/5p2/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 5 5,71.0
2kr2r1/ppp1npqp/4p3/4Pp2/3Pp3/2P1P1P1/PP1BQR1P/R5K1 b - - 4 17,-48.0
r1b2rk1/2p2pbp/p3p1p1/1p2P3/1Q1Pp3/qP2BP2/P1P1B1PP/1K1R2NR b - - 0 16,-354.0
2kr1b1N/ppp3p1/5n1p/4p3/3Bn3/Pq5P/1P2QPP1/RN1R2K1 w - - 0 20,152.0
r1bq3r/pp4pp/n2bk3/3pp3/2BPQ3/P7/1PP2PPP/R1B1K2R w KQ - 0 13,292.0
r1bq1r2/pp1n2bk/2p3pp/4p2n/2N2p2/1QP2N1P/PP2BPP1/2BR1RK1 b - - 1 17,-116.0
q3kbnr/p3np1p/6p1/4p3/2P3b1/2P1P1P1/P4R1P/R1B2K2 w k - 2 22,-928.0
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,39.0
3r2k1/3r1pp1/qp2b2p/p1b5/P2pP3/3R3P/2B2PPB/3QR1K1 w - - 7 26,-155.0
B4k2/p4p2/7p/6p1/1Pb1P3/P7/5PPP/RNB2RK1 w - - 1 20,786.0
8/8/2kP4/8/2NKP1p1/6P1/8/8 b - - 0 48,650.0
2kr4/1ppr2pp/1b3n2/1P3b2/8/B1N1PN2/n4PPP/R4RK1 w - - 0 22,74.0
rn2k3/pp4bp/3p2p1/5nN1/8/2P5/PP3PPP/RNB3K1 w - - 0 16,213.0
r6r/5pk1/b1p1pNp1/2N1P2p/p1Pn4/1P3P2/P4KPP/3RR3 w - - 1 27,439.0
5b1r/p3k1pp/1p6/3B4/4n2P/P3BbP1/1PP2P2/R3K1R1 b Q - 2 22,515.0
r1bq1rk1/pp3pbp/2n2np1/4N3/2pP1P2/2P1BQ2/PPB3PP/RN3RK1 w - - 3 15,174.0
3r2k1/1p3pp1/1nqbpnp1/p7/P1P5/1BNp3P/1P1Q1PP1/R3R1K1 b - - 3 25,-108.0
5rk1/p2r1ppp/1Bp2q2/1p2p3/4P3/2P5/PP2QPPP/R4RK1 b - - 0 20,-43.0
4r3/5pkp/p4pp1/1P1Nn3/4P3/1P5P/1r3PP1/1B2R1K1 b - - 0 30,-383.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,62.0
rn5q/pBpk4/3bpn2/1p6/1P1p1B2/3P2P1/P1PK1P1P/R6R b - - 0 17,-564.0
6k1/p1p2p1p/1p6/5K1p/6r1/8/5p2/8 b - - 3 46,-865.0
4r1k1/pp3pb1/2p3pp/8/2Np4/B2n3N/PP2r1PP/R4RK1 b - - 7 23,-117.0
6q1/6P1/6K1/7P/8/p7/5k2/8 b - - 1 56,-645.0
r4qk1/pp1b1ppp/1nn5/3p4/4P3/1Q3NP1/P4PBP/2RR2K1 w - - 0 18,328.0
3r1k2/pBp1np2/4bB2/1P6/P7/2P5/3NN2r/R2K4 b - - 0 23,-132.0
r2q3r/pppR3p/3kp2p/2b1N3/3P4/8/P5PP/RN1Q2K1 b - - 1 18,523.0
r1bqkb1r/ppp2ppp/n3pn2/1N1p4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq - 2 5,-44.0
5rk1/p1p2p1p/2pp1p2/4p1q1/1r2P3/1P3N1P/P1P2PP1/R2QR1K1 w - - 1 17,633.0
8/8/4p3/3bK3/4q3/8/1k6/8 w - - 6 58,-761.0
r1bq3Q/1p3k2/2p5/p2p4/6p1/2NB1N2/PPP2P1P/2K1R3 w - - 2 24,1019.0
4r1k1/p2q2Pp/R3p3/1p6/3bQP2/6R1/PPP3PK/3r4 b - - 0 30,-300.0
2r3k1/1b2bp1p/p3p1p1/1p2N3/1P6/P1n1PN1P/4BPP1/1R4K1 w - - 4 24,-220.0
2r1k2r/1b1p1pbp/p3p3/5p2/1p6/PBP5/2R2PPP/RN4K1 b k - 0 20,-503.0
Bn5r/p3k1b1/1ppn2pp/8/3P4/8/PPP2PPP/RNB2RK1 w - - 2 19,794.0
1r3rk1/p4ppp/3q1b2/3p1b2/3P4/1BP5/P4PPP/RN1Q1RK1 w - - 1 16,-6.0
3q2k1/p1p2ppp/8/1p1n4/7P/PBNN2P1/1PP2P2/2K5 b - - 2 23,-380.0
rnbqr1k1/3p1pp1/p2b1n1p/1ppP4/8/2N2NP1/PP2PPBP/R1BQR1K1 w - - 0 11,134.0
2k2r2/ppp1b3/2n5/8/4N1pp/3P3P/PPP3PB/R6K w - - 2 22,194.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-37.0
8/2b5/1k3p1p/3R4/2B1PP2/P1P1K3/1P5P/8 w - - 1 35,830.0
rnb1k2r/ppp2ppp/3b1n2/3qN3/3P4/8/PPP2PPP/RNBQKB1R w KQkq - 1 6,191.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,59.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,9.0
4r1k1/1p3ppp/8/p7/5P2/B1b4P/6P1/2R4K b - - 3 33,-488.0
8/p7/P1p5/2Pp1k2/3Pn1p1/4Q3/8/5K2 b - - 4 44,446.0
2r2rk1/1p1b1ppp/1q2p3/3pP3/p2N1PPP/b1PQ4/PP1N4/1K1R3R w - - 2 21,-136.0
rn3rk1/ppb2pp1/2bp1q1p/P3p3/1P2P3/3P1N1P/2B2PP1/R1BQK2R w KQ - 1 17,50.0
r7/6p1/4kp1p/pr6/R7/4K1P1/7P/R7 b - - 5 40,-441.0
1r1r2k1/5pp1/p4q1p/3n4/3p4/PP1R2P1/2P2P1P/4R1K1 b - - 4 27,-515.0
8/2n2K1Q/8/4PpP1/5k1P/8/8/8 b - - 4 66,612.0
r1bqkb1r/2p2ppp/p1n5/4p3/2P5/2NP1N2/P4PPP/R1BQ1RK1 b kq - 0 11,50.0
8/8/pK2p3/1pBpP3/1P1P4/k6b/8/8 w - - 0 49,-5.0
r1b5/1p3pkr/2p2p2/P2pp3/1P6/4RP2/R1Q3PP/5K2 b - - 0 29,283.0
r3kb1r/p1p1np1p/2pp1q2/4PNp1/4P3/6Pb/PPP2P1P/RNBQR1K1 b kq - 0 11,51.0
r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3,52.0
3r1r1k/1Rp1n1pp/p7/8/2B1Np2/q1PP3P/P4PP1/3Q1RK1 b - - 0 24,433.0
r4rk1/pppn1ppp/3p4/4p3/1PB1P2q/P1N2P1P/1BPP2K1/R2Q4 w - - 3 14,159.0
r1bqkb1r/ppp2ppp/2np1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 5,104.0
r3k3/ppp5/2np2b1/8/P1P1P3/R2B1p2/1BPP1P1r/4K3 w q - 0 22,-410.0
r1b2rk1/p3nppp/8/bpp1p3/4P3/PBP1BP2/1P2N1PP/R2K3R b - - 1 14,25.0
r3k2r/pb2b1q1/1p2p3/2p4p/3Pn1p1/1PP2PP1/PBQ4P/2KR3R b kq - 0 18,-560.0
8/4k3/2q5/n3n3/7r/2K5/8/8 w - - 10 62,-985.0
r1b2rk1/pp3ppp/2n5/2qpPp2/3p1P2/P2Q4/1PP1N1PP/R1B1K2R b KQ - 1 14,-87.0
rn1qkb1r/pp2pppp/5n2/3p4/2PP4/2N2b2/PP3PPP/R1BQKB1R w KQkq - 0 7,35.0
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,-13.0
2r3k1/4pp1p/3p2p1/p7/1pbQ4/1Pn3P1/P3PPBP/2R3K1 b - - 0 28,-358.0
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,124.0
8/8/R7/5kpp/3K4/6PP/1n3P2/8 w - - 6 38,528.0
rnbqk2r/ppp2ppp/4pn2/3p4/2PP4/2b2N2/PP1BPPPP/R2QKB1R w KQkq - 0 6,32.0
3r1q1k/pp4pp/8/2pBPbQ1/5B2/P5P1/1PP1p2P/4R1K1 w - - 6 24,400.0
5r2/pb2r1bN/1p1k4/3p1B2/2pP1PPR/2P1P3/PP3K2/R7 b - - 4 33,436.0
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 5 4,4.0
8/2k1K3/3N4/4N3/3p2P1/8/4r3/8 w - - 3 41,4.0
1k6/1pp5/6p1/p6p/1b1RP3/r4P1B/PK4PP/8 b - - 11 35,-85.0
8/8/3PkB2/2P1P2p/1p5P/1P3bP1/3K4/8 b - - 0 60,227.0
6k1/p4p2/3r2p1/8/2np4/2rB3P/6P1/2R2RK1 b - - 1 27,-311.0
r3k1nr/pp1q2pp/2pbbp2/3p4/3P1B2/2N2Q2/PPP2PPP/R3KB1R w KQkq - 2 10,412.0
2kr3r/ppp2p1p/3p2p1/3N4/3P4/3n4/PP3PPP/R3R1K1 w - - 1 18,-46.0
rnb1kb1r/pp1q1ppp/5n2/3pp3/8/1P1QP3/P1PP1PPP/RNB1K1NR w KQkq - 3 7,-475.0
8/p1R2kpp/4p3/8/8/r3P3/5PPP/2R3K1 b - - 1 29,570.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,9.0
2nq1b1r/1k3p2/4p2p/1P1pP2p/3Q4/6N1/5PP1/R1R3K1 b - - 1 28,493.0
1n2k2r/p4p1p/6p1/4q3/1b1Nb3/2N1B2P/PPP2PP1/R2Q1RK1 w k - 0 17,818.0
r2q1rk1/pb1p1pbp/1pn1p1p1/2p5/2B1PP2/2PP3P/PP4PN/R1BQ1RK1 b - - 0 12,-23.0
rnb1rk2/pppp1p1p/4q3/8/1P3Q2/P3P3/1BP2PPP/RN2KBNR b KQ - 0 11,772.0
r2qkb1r/pp1bpppp/5n2/nBp1B3/8/2NP4/PPP2PPP/R2QK1NR b KQkq - 0 8,24.0
3nr3/1pp2k1p/6pq/8/4Q3/P3PN2/bPP2PPP/2KR1B1R w - - 1 21,792.0
8/2k2p2/2p3p1/3p3r/3P3p/5PqP/1Q4P1/5RK1 w - - 1 31,68.0
8/8/1Pk5/8/P5p1/6P1/3K2R1/6Q1 b - - 0 55,824.0
r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,-2.0
6k1/5p2/6pp/8/q6P/5RP1/5PK1/8 w - - 0 45,-341.0
3r2k1/5pp1/2p1p2p/1qN5/8/2QbPP2/5KPP/7R b - - 5 26,-159.0
rnbqkbnr/ppp2ppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,133.0
r1b2rk1/pp3p1p/n2p2pn/8/4N3/BPb3P1/P1P2P1P/1R1Q1K1R w - - 1 19,443.0
r1bq1rk1/p1p2ppp/1pnp1n2/4p3/4P3/2PPPN1P/PP2B1P1/RN1QK2R w KQ - 0 9,-32.0
1nk3rr/2p5/P1qp4/4p1bp/4P1p1/3P4/3NQNPP/R4RK1 w - - 1 26,246.0
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,43.0
r1b3k1/p4r2/p1p5/2Pn1pqp/3Pp3/BQP1P1Pp/P2N3K/4R1R1 w - - 2 24,-105.0
5r2/8/8/2k5/4K3/1P4p1/5p2/5R2 w - - 0 60,-359.0
r2qk2r/pp3ppp/3bpn2/3pB3/8/2NP3P/PPP1QPP1/R4RK1 b kq - 0 12,-8.0
8/8/7k/5K2/r4N2/5P2/8/8 b - - 14 60,-461.0
r2q1rk1/1p2bppp/p1n2n2/3p4/2pP1Bb1/2N2N1P/PPP1BPP1/R2QR1K1 b - - 0 12,-1.0
7r/2B2k1p/Q1P2p2/3q1bp1/3r4/N4P2/PP4PP/4R1K1 b - - 0 29,-96.0
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,93.0
r1bq1rk1/pp3ppp/5n2/2bp4/1n2P3/P1N3P1/1P1QNPBP/R1B1K2R b KQ - 0 12,-1.0
8/kp6/p1p5/4p2Q/4n3/1P5P/4BPP1/6K1 w - - 0 33,632.0
r2qkbnr/ppp1pppp/2n5/3p4/3P4/4PP2/PPP2P1P/RNBQKB1R w KQkq - 1 5,19.0
3r1rk1/ppp2ppp/n1q3b1/4P3/2P5/4QPN1/PP2B1PP/R3K2R w KQ - 5 15,24.0
r2qkbnr/pp3ppp/2b1p3/3pP3/3B4/5N2/PPP2PPP/RN1QK2R b KQkq - 1 8,-24.0
3r1rk1/pp1B2pp/3b4/8/4Q3/8/PPP2PPP/RN3RK1 b - - 0 17,474.0
rnbqkbnr/ppp1p1pp/5p2/3p4/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq - 0 3,-32.0
4rk2/1pQ1bpp1/7p/4p3/4q3/6PP/1R5K/8 w - - 2 44,-414.0
8/5pk1/6p1/4P3/3P4/2P1q3/5rPP/1RQ4K b - - 6 45,173.0
8/5p2/p2k2p1/P4PRp/1r5P/5PK1/8/8 b - - 0 48,22.0
4k3/1K1b4/1pn5/1p6/p7/2P5/PP6/8 w - - 0 39,-479.0
1rbq1b1r/ppNkpppp/2n2n2/3p4/3P1B2/8/PPP1PPPP/R2QKBNR w KQ - 1 6,198.0
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,93.0
r1b1kb1r/pp1p1ppp/4pn2/q3N3/8/8/PPPB1PPP/RN1QKB1R b KQkq - 2 8,-241.0
3k1r1r/3b2p1/3Qp3/2R2p2/2Pp2p1/1N1P4/2B3PP/R5K1 b - - 0 27,761.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,29.0
r1bqkbnr/pp1p1ppp/2N5/4p3/8/2N5/PPP1PPPP/R1BQKB1R b KQkq - 0 5,33.0
rnbqk1nr/pp3ppp/8/2bp4/8/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 6,26.0
6k1/5pp1/p3p2p/8/2R1n1P1/8/1P3P1P/6K1 b - - 0 46,320.0
rn2k1nr/1ppb2pp/p2p4/5p2/2BPP3/5pPP/PPP2K2/RNB1R3 b kq - 1 13,99.0
r5k1/p1b2ppp/2p1p3/8/1P6/P1B1P3/r4PPP/2R1R1K1 w - - 10 21,14.0
rnbqkbnr/ppp1pppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,3.0
1r2r1k1/5ppp/1q1p2b1/2pP2P1/p4P2/2Q1B3/PP5P/2KR1B1R w - - 1 22,147.0
rnbqkb1r/pppppppp/8/6B1/3Pn3/5N2/PPP1PPPP/RN1QKB1R b KQkq - 4 3,-31.0
r5k1/p2n2pp/4pr2/2p1p1B1/3p2Q1/q4P1P/6P1/1R1R3K b - - 1 28,-244.0
4r1k1/p1p1qp1p/2p4p/3p2b1/3P2Q1/8/PPP2PPP/RN3K2 w - - 3 17,40.0
3r4/4Nkp1/3P3p/p7/1b6/6BP/5PP1/3R2K1 w - - 5 50,449.0
rn2kb1r/p2q1ppp/2p1pn2/1p1p1b2/3P4/2P1P2P/PP1N1PP1/R1BQKBNR b KQkq - 1 9,-6.0
r1b1kbnr/ppq2ppp/2n1p3/1B1pP3/3P4/8/PP3PPP/RNBQK1NR w KQkq - 3 7,15.0
2r1r1k1/1p5p/p2bq1p1/3p1p2/1P1P1P2/PQR1P3/5BPP/2R3K1 b - - 5 27,66.0
rnbqkbnr/pp1ppppp/2p5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,-1.0
8/4kp2/2p4p/pP2PKp1/6P1/1P2P3/P5P1/8 b - - 0 38,307.0
5r2/p1k5/1pp3n1/3pPbPB/3P1P2/1P1r2P1/P3K3/6R1 b - - 3 26,-393.0
6r1/4r2k/5p1p/1pp1pPq1/p2pP1P1/P2P3Q/1PP1K3/3R3R w - - 0 31,-26.0
r1bq1rk1/1pp1nppp/p2p1n2/8/B2PP3/5N1P/PP1Q1PP1/RN2R1K1 b - - 0 12,60.0
r3kb1r/pppnpppp/2nq4/3P4/2P3b1/P4N2/1P2BPPP/RNBQK2R b KQkq - 0 9,121.0
r3k2r/pp1b1ppp/5p2/8/Qbq5/4PN2/P2N1PPP/R3K2R w KQkq - 4 14,-269.0
r5k1/5p1p/p4pn1/1p6/B1p1bq2/2N3P1/PPP2P1P/1K1R3R b - - 0 23,-309.0
6k1/r4pp1/1p2p2p/2p1N3/5P2/8/PP4PP/3R2K1 w - - 2 29,413.0
rn2kbnr/ppp1pppp/3q4/7b/3P4/2N2P2/PPP1B1PP/R1BQK1NR w KQkq - 1 7,185.0
r1bq1rk1/p1pnbppp/1p2pn2/6B1/2BP4/2N2N1P/PPP2PP1/R2QR1K1 b - - 1 10,45.0
r1bq1rk1/5nbp/p2p1nP1/1ppPp1N1/4P3/2NBB3/PPPQ1P2/R3K2R b KQ - 0 15,113.0
1rb2rk1/1pq2pbp/p3pnp1/2pPp3/2P1P3/2N1BP1P/PP2B1P1/1R1Q1RK1 w - - 2 14,107.0
rnb2rk1/ppp1ppbp/6p1/8/4P3/5PPN/PPPNK2P/R1B4B b - - 0 11,-538.0
8/2p2pQp/4p3/2P1qk1p/6P1/5P2/4P1KP/8 b - - 0 37,437.0
8/8/p3p3/1p1k1p2/1P4p1/2P3N1/5KPn/8 b - - 5 45,-260.0
r3k1nr/p1q5/4n1p1/1pb1p3/4P1Qp/1B4pR/PPP3P1/R1B1K3 w Qkq - 0 20,9.0
rnbqkb1r/pppp1ppp/4pn2/8/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 1 3,-60.0
8/2p3pp/pp1n2P1/3k1K1P/8/P3B3/5P2/8 w - - 1 39,-72.0
r1bq1rk1/1p2npb1/p7/3pp1B1/2B3n1/2NP1N2/PPPQ1P2/2KR3R w - - 0 16,239.0
2kr4/ppq2bpr/3b3p/3P1p2/1P2p3/2B3n1/P1PR1P2/4R2K w - - 0 26,-890.0
q5rk/5p2/2n1p2p/3pP2P/2pP1Q1P/1bP5/5P1K/1B3R2 b - - 3 29,-35.0
4k3/p3pr2/3p2p1/2pP1b2/2P3n1/P7/6R1/6K1 w - - 0 40,-718.0
r1bqkbnr/2pp1ppp/p7/1p2p3/3NP3/1B6/PPPP1PPP/RNBQK2R b KQkq - 0 6,95.0
r1b1k2r/ppp1bppp/2pq1n2/8/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 3 8,214.0
r2q1rk1/ppp1ppbp/2n2np1/8/2NP4/3QP1P1/PP3P1P/R1B1K1NR w KQ - 1 10,-83.0
rnbqkb1r/ppp2pp1/3p1B1p/3Pp3/4P3/5N2/PPPQ1PPP/RN2KB1R b KQkq - 0 7,74.0
r2qr1k1/1bp2ppp/1p4n1/p3p3/P3P1QP/B1PB2R1/2P2PP1/R5K1 b - - 0 16,-62.0
3r2r1/p4k2/p1p1pp1p/5p2/bP1P3N/2P1R1P1/1K3PP1/7R b - - 5 28,50.0
r2r2k1/pbqn1ppp/1p2pn2/8/3Q1P2/P1P3N1/1PB3PP/R1B2RK1 w - - 1 16,-62.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,29.0
3k4/8/3P3p/1p4P1/6b1/2K2P2/6P1/8 w - - 0 49,175.0
r1r1b1k1/q5p1/pp2ppNp/8/1P1Pp3/1N2P1PP/5P2/2RQR1K1 w - - 2 31,275.0
rn1qkbnr/pbp1p2p/1p4p1/5Np1/8/3B1p1P/PPPP1P2/R1B1K2R b KQkq - 3 13,-411.0
r5k1/1p2qp2/p1nr3Q/3npP2/3p4/P5R1/1PB2PPP/5RK1 b - - 4 24,466.0
r4rk1/ppp1nppp/8/3p4/3Pn3/1NPBPR1P/PP4P1/R5K1 b - - 2 17,31.0
4r1k1/1b4pp/p3p3/1p1pr3/1Pp5/P4B2/5PPP/4R1K1 w - - 0 25,-466.0
8/R4p1p/6p1/8/3k4/1P3P1P/P5P1/7K b - - 2 38,688.0
6k1/2R2pbp/1p4p1/3pPq2/3P4/1Q1bBN1P/rP3PP1/4R1K1 b - - 1 20,426.0
4r3/2P5/R4pk1/3n2p1/3N3p/5P1K/P6P/8 w - - 3 43,93.0
2r2rk1/pb1n1pp1/1p3n1p/3Pp3/1q6/2N1B2R/PP2BQP1/3RK3 b - - 3 23,-173.0
3r4/6pp/5p2/2r1k3/2P4P/3K2P1/2R2P2/2R5 w - - 1 39,51.0
r6r/1p2k2p/2p2p2/p2p1b2/7B/2N5/PP3PPP/R3KB1R b KQ - 1 16,424.0
r2q1rk1/pbpn1pp1/1pnp3p/4p3/4P2N/P1NPP2P/1PP1B1P1/R2Q1RK1 w - - 4 12,66.0
3q1b2/2pk1p2/B1n2PpQ/3p2B1/3P4/2P5/P3rRKP/R7 w - - 3 27,562.0
rnbqkbnr/ppp2ppp/3pp3/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,108.0
8/1p1k1p1p/p2b2p1/4p3/PP1pPP2/6P1/3PN2P/6K1 b - - 0 23,-239.0
r7/5pk1/pnN1p1pp/1pN5/1P1P4/P6P/5PP1/5BK1 w - - 6 30,245.0
r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-34.0
rnbqkbnr/pp3ppp/8/8/3pP3/1N6/PPP2PPP/RNBQKB1R b KQkq - 0 7,199.0
rn2k1nr/pppb1ppp/7q/2b1P3/3N1PB1/2N5/PPPQ1B2/R3K1R1 w Qkq - 5 15,286.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,62.0
r1b2rk1/p3qppp/1p1p2n1/2pPP3/2P5/B2Q1N2/P4PPP/1R2R1K1 b - - 0 18,-28.0
4q2k/1p3ppp/8/1p6/3r1P2/8/PP4PP/2Q1N1K1 b - - 0 28,-450.0
R7/4bk1p/4p1p1/5pq1/3N1n2/1P1B4/5P2/3Q1K2 w - - 3 32,182.0
5r1k/4n1pp/8/2Q2bb1/2B5/1P6/PKP3PP/5R2 w - - 13 32,417.0
rnbq1rk1/pp3ppp/4p3/8/3PP3/5N2/P2Q1PPP/R3KB1R w KQ - 1 11,-12.0
rnb1k2r/pp2ppbp/2p3p1/8/8/1B3P2/PPP2P1P/R1BNK2R b KQkq - 0 11,-222.0
2b3k1/r4r2/3Pp1pp/2p1Rp2/ppP5/1P1Q3P/P4PP1/4R1K1 w - - 0 29,585.0
r3r2k/ppq3pp/2npBb2/5P2/7P/1P6/PBP1QPP1/1K1R3R w - - 1 19,352.0
rnbqkbnr/pp1ppppp/8/2p5/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq - 0 2,83.0
rnbqkbnr/pp2pppp/8/3p4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 4,538.0
8/7R/2k5/1pB2p2/1PpK2n1/3b4/P7/8 w - - 0 50,153.0
r7/2k5/2p5/1p1p2p1/pP2p3/n1K3Pp/3N3P/7R w - - 0 35,-522.0
2kr1b1r/pppq1p2/3p1n1p/6p1/3PPpb1/1BN5/PPPB1QPP/R4R1K w - - 6 13,0.0
r2qkbnr/pppb1ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 5,58.0
2R5/6kp/6p1/6Q1/1p1pN3/1q6/6PP/4R1K1 w - - 3 38,875.0
2r3k1/pb1n1ppn/1p2p3/3p2N1/2rP3P/P2Q4/1P3PP1/1K1R3R b - - 3 19,375.0
r1b1k2r/ppp1bppp/5n2/3P4/2B5/P1N2NqP/1P2Q1P1/R3K2R w KQkq - 4 14,-156.0
2q3k1/1p1n1pp1/p3r2p/2p1B3/b1P2P2/N1PQ3P/P2R2P1/6K1 b - - 2 29,-167.0
rnbqkbnr/p1p2pp1/1p2p2p/3p4/2PP4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 0 5,-66.0
1r3rk1/5pp1/3p1b2/p2np3/4b1P1/PP2R3/6PP/5RK1 b - - 1 28,-788.0
2k2r1r/1pp2p2/p1n1q1pp/4p3/1PPpP3/P2P1N1P/2Q2PP1/R4RK1 b - - 0 17,64.0
rn3rk1/1p1b1pbp/p1pq4/4p1P1/nP2P3/P4P2/2RN2B1/2BQK1NR b - - 1 22,-41.0
r4k1N/ppp3pp/3p1n2/8/5Qbq/3P4/PPP1B2P/RNBK3R w - - 1 14,396.0
