fen,score
r1b5/1p4p1/p2Q4/1kp1p1P1/2P1P3/1B3P2/P7/2KR2NR b - - 0 26,953.0
r4rk1/1p1q2pp/3p4/p1p2p1Q/2PpB2b/P2P4/1P4PP/R4RK1 w - - 0 19,498.0
5rk1/pp4pp/1b2r3/8/8/5N2/PPP3PP/2K1R3 w - - 0 24,149.0
8/5k2/1p6/1Pp2b2/8/1K6/6pr/8 w - - 0 45,-725.0
r1b2rk1/1pq2pbp/p1npp1p1/2n5/2PNP3/2N1BP2/PP1QB1PP/2RR2K1 w - - 4 16,191.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1.0
8/pK3k2/4p3/2p3P1/3n4/5B2/PP2P3/8 w - - 0 43,308.0
2r3k1/1b3ppp/pn1qp3/1p2N3/3Pp3/1P2P3/P2QNPPP/2R3K1 b - - 1 20,9.0
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,32.0
r5k1/pp5p/1bb4p/8/3n2P1/N7/PP5K/3R4 w - - 0 28,-771.0
r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,9.0
r1bqk2r/pppp1ppp/5n2/b3p3/1PP5/4P3/1B1P1PPP/RN1QKBNR b KQkq - 0 7,376.0
2k1r3/pppq1p2/3p4/P2Pr3/8/P1Nn1Q2/1B3PPP/1R3RK1 w - - 4 23,338.0
rnbq1rk1/pp1n1pbp/3p2p1/4p3/2PBP3/2NB1N2/PP3PPP/R2Q1RK1 w - - 0 10,54.0
r1b1r1k1/ppp1qppp/8/8/3Nn3/2P1P1P1/PP3PBP/R2Q1RK1 w - - 0 15,111.0
2r4r/pp3nk1/1q3npp/8/3pP2N/3P3P/PP3QP1/R1B2RK1 b - - 3 22,258.0
5rk1/1p3p1p/p5p1/6Rn/P2P4/1rN2K1P/6P1/R7 w - - 2 27,-168.0
rnbqkbnr/pp2pppp/8/2pP4/3P4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 4,207.0
rn1qk2r/pp3ppp/2pbpn2/3p4/3P1Bb1/2PBPN2/PP3PPP/RN1QK2R w KQkq - 2 7,2.0
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w - - 3 6,19.0
rnbqk2r/pp2b1pp/2p2n2/3p1pB1/3P4/2NBPN2/PP3PPP/R2QK2R b KQkq - 2 8,75.0
r1bqkbnr/ppp1pppp/2n5/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,-66.0
r4rk1/1bq2ppp/pp2pn2/4n3/1PPN4/5N1P/P1Q1BPP1/2R1R1K1 b - - 2 18,25.0
rnq1kb1r/5pp1/p1pp1n1p/1P2p3/1P2P3/2NP1Q1P/2P2PP1/R1B1K1NR w KQkq - 1 12,98.0
r4rk1/1p5p/p3p1p1/1b1pPpP1/5P2/P1P5/2P3BP/RR4K1 w - - 0 25,-12.0
8/8/4k3/1R2B3/P7/1p3K1P/6P1/1r6 w - - 7 42,471.0
rn2k2r/ppp2p2/2P1p3/4p2p/2B5/2NPn1P1/P1P3PP/R4RK1 b kq - 0 17,-203.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,25.0
6k1/R6p/1p4p1/2p5/2PB4/8/n1P3PP/2K2R2 w - - 0 28,558.0
r2qk2r/ppp2Bbb/3p2n1/6PQ/3NP3/3P3P/PPP5/R1B2RK1 b kq - 0 17,462.0
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,50.0
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-33.0
3r1rk1/pp1nb1p1/1qp1p1Qp/8/2P5/1PN3P1/PB1RPnBP/R5K1 b - - 7 20,-203.0
4kb2/1b2qp1r/p3p1pp/1p1p4/1P1P4/P5QP/2PB1PP1/R4RK1 b - - 1 21,352.0
8/1kp5/3q2p1/p2p1p2/1p1P4/1P3PQ1/P1KN2PP/7R b - - 2 38,267.0
8/8/2p5/Pp1p1k2/2PP4/3K3p/8/8 w - - 0 43,-140.0
r2qr1k1/b4ppp/p2p1n2/npp5/3PPPb1/PPN1BN2/2BQ2PP/R4RK1 w - - 0 15,51.0
r1bqk2r/1p2n1bp/p5p1/2pNpp2/2N5/3P1Q2/PPP2PPP/R1B1R1K1 w kq - 2 13,226.0
r4rk1/1ppbq1pp/2nbpn2/p2p1p2/PP1P4/B1P2NP1/3NPPBP/R2QR1K1 w - - 0 12,-34.0
1r1q1rk1/pb3p1p/1p2p1p1/2ppPnPP/3P1PQ1/2PB4/PP4K1/R1B2R2 b - - 0 21,53.0
rnb1kb1r/ppp2p1p/3p1n1q/8/2BPPp2/2N2NpP/PPP3P1/R1BQ1K1R b kq - 4 10,22.0
r1bq1rk1/pppp1ppp/5n2/4nQ2/3NP3/2NB4/PPPK1PPP/R6R b - - 2 13,-127.0
rnb1k2r/pp3pp1/2p1p2p/8/2PP4/P1P2B2/5PqP/R2QK2R b KQkq - 1 13,-348.0
8/5k1p/N3p1p1/2Pnbp2/p3p3/P3P2P/3B1PP1/6K1 b - - 5 30,-96.0
r1bq1rk1/4bppp/3p2n1/p1pPp3/NpP5/1P3N1P/PB1P1PP1/1R1QR1K1 b - - 0 15,-162.0
r4r2/ppp2pk1/2n2R1p/8/8/8/PPPN2PP/R6K w - - 1 22,-4.0
5k2/5p2/8/8/PP5Q/3r4/6KP/3r4 b - - 16 64,-473.0
rnbqk1nr/ppppppbp/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,48.0
r2qkb1r/pp1b1pp1/2n1pn1p/3p2B1/2pP4/2P2N1P/PP1NPPP1/R2QKB1R w KQkq - 0 9,-20.0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP1B2/8/PP2PPPP/RN1QKBNR b KQkq - 0 3,13.0
rnbqkbnr/pp1p1ppp/4p3/2p1P3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,82.0
4r1k1/pp3pp1/2p4p/7P/P1Bn1P2/1QK1q1n1/1P1P2P1/RNB5 w - - 2 31,88.0
rnbqkbnr/pp1p1ppp/8/2p1p2Q/2P1P3/8/PP1P1PPP/RNB1KBNR b KQkq - 1 3,-11.0
r4r2/p1bnq1kp/2p2p2/2P1p3/1P6/P3PN2/1B3PPP/2KR3R b - - 2 20,-502.0
2k4r/2r2ppp/8/1B2Q3/1b6/1P6/P4PPP/1N1K4 w - - 1 22,773.0
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-7.0
rn1qkb1r/ppp1pppp/5n2/3p4/3P4/5P1P/PPP2PP1/RNBQKB1R w KQkq - 1 5,-12.0
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,13.0
4r1k1/1p1r1qb1/p4n2/2pP3p/P1P2B2/2N2BQP/1P4P1/R5K1 b - - 2 25,197.0
2r3k1/p4ppp/1p6/3pP3/b4P2/2P2B2/P5PP/2R3K1 b - - 1 24,-9.0
r2q1rk1/1pp1bppp/p1np1n2/8/1P1pP1b1/P4N2/2P1BPPP/RNBQR1K1 w - - 0 10,-38.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-9.0
rnbqkbnr/pppp1ppp/8/8/3Pp3/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,-20.0
rnbr1k1Q/p5p1/1qp1p3/1p1nP1N1/3P4/2P5/P2B1PPP/1R3RK1 b - - 6 19,598.0
8/r1q4r/1Rb1pk2/5p1p/pRBP1P1n/Q1P3P1/2P2K2/8 w - - 1 45,52.0
rnbqkbnr/pp3ppp/4p3/2pp4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,-11.0
r1bq1rk1/ppp2ppp/2n2n2/2b1p3/8/6P1/PPPPNPBP/RNBQ1RK1 w - - 7 8,-65.0
r2qk1nr/pp1b1ppp/2n1p3/2bp4/8/2P1PNP1/PP3PBP/RNBQK2R b KQkq - 0 7,-25.0
1R6/7p/p5p1/5Bk1/8/5P1P/PP1r2PK/8 b - - 0 32,339.0
8/p1p1k1p1/P1P2n1p/3p4/2B2PP1/5K2/2P4P/8 w - - 0 34,47.0
r1b2rk1/p3qpbp/1np3p1/1p2p3/3P1p2/1BP2N2/PP3PPP/R2QR1K1 w - - 0 17,-424.0
r3k1nr/p6p/1pR1p1p1/5p2/8/3qBP2/4NKPP/8 b kq - 0 24,-616.0
rnbq1rk1/pp2npbp/2p3p1/3Pp1P1/2B5/P1PP4/1P3P1P/RNBQK1NR b KQ - 0 8,-207.0
rnbqkbnr/pp2pppp/8/3p4/4P3/8/PP1P1PPP/RNBQKBNR w KQkq - 0 4,152.0
3r3r/kpp3p1/1n3p2/3P1R1p/2P1N3/bP1N4/6PP/4R2K b - - 0 29,58.0
4r1r1/1p5p/p7/4k3/1PP2p2/3PN3/P1K4P/5R2 w - - 1 30,-178.0
r1bqr1k1/pp3ppp/2nb1n2/2pB2B1/8/2PP2PP/PP3P2/RN1Q1KNR b - - 2 10,-90.0
r1b1r1k1/ppp2pbp/q1np1pp1/8/3P4/1QP1BN2/PP3PPP/RN3RK1 w - - 4 12,-195.0
2k1r3/1p5p/p1pr1pp1/R7/1n6/3B1P1P/PPK2P2/2R5 w - - 2 29,-504.0
r2qkb1r/1pp1pp1p/p1n2p2/3p1b2/3P4/2N4P/PPP1PPP1/R2QKBNR w KQkq - 1 7,-51.0
r1bq1rk1/pp3ppp/2nbpn2/3p4/3P4/1P1BP3/PBQ1NPPP/RN2K2R b KQ - 4 9,-579.0
8/ppk2pp1/5n2/8/8/2N3K1/PPn2P2/7R b - - 0 28,282.0
r2q1rk1/b4pp1/3p3p/p2NnP2/RP6/2P5/4Q1PP/5R1K w - - 0 24,-176.0
r1bq1rk1/p2nbppp/2pp1n2/1p2p1P1/4P3/P1NP3P/BPP2P2/R1BQK1NR b KQ - 0 9,5.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,43.0
8/8/8/5pK1/8/6k1/8/8 b - - 3 62,-360.0
rn1qkbnr/ppp3pp/4p3/3pp3/4P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 6,211.0
rn1qk1nr/pbp3bp/1p1pppp1/8/2PPP2B/2NB1N2/PP3PPP/R2QK2R b KQkq - 1 8,82.0
2r2b1r/1Q2nkp1/1B1p2p1/4p3/4Pp1q/2P2P2/PP2K1P1/RN3R2 w - - 8 28,175.0
8/6np/6pk/3Qp2q/7P/6P1/5P2/5RK1 w - - 4 38,519.0
4kb1r/4pppp/2p5/2Pp4/8/4PK2/q3NPPP/3R3R b k - 1 18,-463.0
3r1rk1/p4ppp/Bp2pn2/3q4/1P5P/2P3P1/P3QP2/R4RK1 b - - 2 21,4.0
r2q1rk1/pppb1ppp/1bn1pn2/8/1PBP1B2/P1N1P3/4NPPP/R2Q1RK1 w - - 1 11,114.0
r2q1rk1/1pp3pp/3p1n2/p1nPp3/2P4Q/4P2P/PPB4P/R3K2R w KQ - 0 15,-623.0
rnbqkb1r/pp3ppp/2p1pn2/2Pp4/1P1P4/2N5/P3PPPP/R1BQKBNR b KQkq - 2 5,82.0
r4r1k/pp1qb2p/2pp4/3Pp3/6Q1/2N4P/PPP2P2/2KR3R w - - 2 22,102.0
3k1bnr/3ppppp/rp6/p7/4P3/3PBP1P/PP2N1P1/R4K1R b - - 1 18,76.0
r1b2rk1/pp3ppp/3P1q2/nP1p4/3P4/P4N2/5PPP/RN1QR1K1 b - - 0 17,17.0
8/5KP1/8/7k/8/8/8/8 b - - 0 54,617.0
8/6p1/5p1p/4p3/2r1P1k1/1p2R3/1K4P1/8 w - - 0 43,-440.0
r1bqkb1r/ppp3pp/2n2p2/1B1p4/3Pn3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 7,13.0
r4r1k/2p1n1p1/p1nq2bp/1p6/P2PppPN/2P1P2P/BP1N2K1/R2Q1R2 b - - 1 21,-275.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,43.0
5rk1/6pp/p4p2/Bp1p4/8/2P1P1PN/PP2P2P/2KR3b b - - 1 19,437.0
rnbq1rk1/4bppp/3p1n2/1Np3B1/p3P3/P1NB1Q2/1PP2PPP/2KR3R b - - 0 12,183.0
r2qkb1r/1b3ppp/p1n1pn2/1pp1p3/5P2/P1N2N2/BPPP2PP/R1BQ1RK1 w kq - 0 10,-58.0
3r4/1p3k2/6b1/2p2pr1/4p2p/3NN1P1/PP2B2P/R2R2K1 b - - 0 35,356.0
r3k2r/p1q2ppp/2pbpn2/3pNb2/3P2P1/2N1P2P/PP3P2/R1BQK2R b KQkq - 0 11,-57.0
rnb1k1nr/ppp1qppp/1b1p4/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 6,254.0
r1bqkb1r/pppp1ppp/5n2/1B6/3pP3/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 6,-25.0
r1b1k1n1/1p1n1pbr/4p1p1/pB1pN2p/3P1B2/1P6/P1P2PPP/RN3RK1 b q - 3 14,98.0
8/8/5p2/4p1pp/8/6kP/8/5K2 b - - 1 45,-420.0
r1b1k2r/ppp1ppbp/3p2pn/3P4/P3PPP1/7P/R1P3B1/1qBQ1R1K w kq - 0 16,-181.0
r4b1r/ppk2ppp/2p2n2/4N3/4P3/8/PPP2PPP/R1B2RK1 w - - 1 12,300.0
8/2p2pk1/pp3p1p/2pQ4/6P1/5P2/P1P3KP/8 b - - 0 30,556.0
rn2k2r/pp2bppp/2pqpn2/4N3/3P4/8/PPP1NPPP/R1BQ1RK1 b kq - 0 10,14.0
r4rk1/1b2bppp/1pnqp3/p7/P2PB3/4PQ1P/1B3PP1/R3NRK1 b - - 0 19,41.0
r1b2rk1/p5bp/2p3p1/2Nq2p1/Q2P4/8/PP3PPP/3R1RK1 b - - 0 18,-409.0
r2qkb1r/pp3pp1/2np1n1p/2p1p2b/2B1P3/2PPRN1P/PP3PP1/RNBQ2K1 b kq - 2 9,21.0
4r1k1/1Q2npp1/p1p4p/4p3/P1P1P3/7N/1PP3PP/3K4 b - - 0 22,-482.0
8/4n1k1/R5p1/7p/1r3p2/1P3N2/P5PP/6K1 w - - 0 31,192.0
r1b1k1nr/ppp2ppp/2n1p3/q7/2PP4/2P1B3/P4PPP/R2QKBNR w KQkq - 1 8,42.0
r3k2r/p1qpnpbp/b1p1p1p1/8/3PP3/2N2N2/PP1B1PPP/R2QR1K1 w kq - 6 12,101.0
r1bq1rk1/pp1p1ppp/2p5/8/2P2K2/N4n2/PP5P/7R w - - 0 17,-860.0
rnbqk2r/ppp2ppp/3bpn2/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 3 5,9.0
r1bqkbnr/pp1p1ppp/2n1p3/8/3PP3/8/PP3PPP/RNBQKBNR w KQkq - 0 5,10.0
3r1b1r/1Qpknp2/4p2p/1Nq1P1p1/2Pp2P1/3P3P/1P1B1P2/R3KB2 w Q - 2 21,155.0
r2qkbnr/pp1bpppp/2np4/2p5/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq - 4 5,41.0
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-32.0
r2q1B1r/5k1p/5pp1/pB1pp3/Pp6/3P2P1/1PP2P2/R2QK2R b KQ - 0 19,308.0
r1bqkb1r/2pp1ppp/p1p2n2/4N3/4P3/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,98.0
2kr3r/2p2ppp/1p3n2/nB2q3/Q7/4BP2/P4PPP/1R3RK1 w - - 0 19,341.0
2k2b1r/2pr1ppp/1p2p3/pB1q4/3PQ3/4PP2/PP5P/1K1R3R w - - 0 22,845.0
r3k1r1/2pp1p1p/p3pP2/1p6/7b/2NP3N/PPP1K3/5R1b b q - 1 24,-622.0
8/pb2ppkp/3p2p1/p2P4/1r2P1P1/4qP2/4BN1P/3R1K2 w - - 7 34,-589.0
r2qk1nr/ppp1p1bp/2n2pp1/3p1b2/3P1P2/P3PN2/1PP2BPP/RN1QKB1R b KQkq - 0 7,57.0
rr3q2/7k/p5Bp/8/3Q4/4PN2/2P5/2KN2R1 b - - 2 34,537.0
r2q2k1/ppp3pp/2np1n2/2b1p2b/4P3/2PP3P/PP3PP1/RNB1QR1K b - - 2 12,-219.0
r1bq1rk1/pp2npbp/2n1p1p1/3p4/2pP1P2/1PP1P1P1/PB2Q1BP/RN2K1NR w KQ - 1 10,21.0
4R3/p1N4k/1p4p1/1P3p1p/2n5/P7/2K3PN/R7 w - - 1 36,705.0
5rk1/4bppp/2R1p3/qBPp4/3Pn1b1/4PN2/r4PPP/2BQ1RK1 w - - 2 16,-13.0
r1bq1rk1/ppp1bpp1/2n2n1p/3pp3/1P2P3/2PP1NPP/P4PB1/RNBQ1RK1 b - - 0 9,-50.0
5rk1/4bp1p/p3p1p1/4P1PP/2PpbPQ1/3q4/P4B2/Rr4KR w - - 4 27,-669.0
5k1r/p1p3pp/1p2qp2/3p4/4b3/P1B2Q2/1Pn1RPPP/6K1 w - - 0 25,-245.0
r1bqk1nr/p1pp3p/1pn2pp1/2b3B1/4P3/2N3Q1/PPP2PPP/R3KBNR w KQkq - 0 8,147.0
r7/2p4p/p1R3p1/1p1pk1B1/1P6/2P5/P6P/6K1 b - - 0 24,293.0
r2q1rk1/pp1n2pp/2p1pp2/3pPB2/P2P4/2N2N1P/1PQ2PP1/R4RK1 b - - 0 15,571.0
8/R4pk1/P3p1b1/3pP1p1/2q5/7P/6PK/8 b - - 0 40,-647.0
r1b1kb1r/pp4pp/1qn5/3NPp2/3P4/5N2/PP4PP/R1BQK2R b KQkq - 0 12,28.0
rnbqkbnr/ppp2ppp/8/4p3/3pP3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,-36.0
rn1q2nr/pbppbk2/1p2p1p1/6Pp/3PpN1P/2NQ1P2/PPP5/R1B1KB1R w KQ - 0 11,283.0
r2qkb1r/1p1b1pp1/p1n1pn1p/3p4/B2P4/2P2Q1N/PP3PPP/RNB2RK1 b kq - 1 10,-64.0
r1bq1rk1/pp1p1ppp/2n1pn2/2b5/2B1PB2/2N5/PPP2PPP/R2QK1NR w KQ - 6 7,-32.0
8/8/8/4Kp2/3R3p/6k1/8/8 w - - 4 53,373.0
r4r2/ppq2pkp/2pbbnp1/3p2Q1/3P4/2NB1N2/PPP2PPP/R3R1K1 b - - 1 16,-125.0
r1bqkbnr/pppp1ppp/2n1p3/8/3P4/P1N5/1PP1PPPP/R1BQKBNR b KQkq - 2 3,79.0
rnbqkbnr/1pp2ppp/p7/4p3/2B1P3/8/PPPP2PP/RNBQK1NR w KQkq - 0 5,-19.0
2r1r1k1/pp3pb1/4b1p1/q2p3p/3PpPBP/1PN1P1P1/P3Q3/2R2RNK b - - 0 26,-192.0
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,53.0
r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,71.0
r3kbnr/ppq2ppp/2n1p1N1/1B1p4/6P1/1P5P/PBPP1P2/RN1QK2R b KQkq - 0 10,-61.0
r3r2k/p1p2pp1/2Nbb2p/2p5/4RP1B/8/PPP3PP/5RK1 b - - 0 20,-84.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,53.0
rnb1k1nr/pppp1pp1/5q1p/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,25.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,25.0
r3k2r/p5pp/1p1Pbn2/1N1p1p2/3PpP2/4P1PP/8/2NB1RK1 b kq - 0 23,-252.0
rn1qkbr1/p6p/2pp1p1n/1p2p3/4P3/1BNP1N1b/PPP2PP1/R1BQ1RK1 w q - 2 12,410.0
r2qbr1k/2p1b1p1/p2pP2p/1p5n/3n1p2/7P/PPBN1PPB/RN1QR1K1 w - - 0 18,-183.0
6k1/7p/6p1/p5q1/1p3R2/2Br1K2/PR6/8 w - - 2 41,-465.0
8/8/8/3pk1p1/3b1pP1/3B1P2/2P5/5K2 b - - 0 38,0.0
3r2k1/2p1b1pp/2n1p3/1p2p3/1P2P3/2P1BP1P/2K1N1P1/R7 w - - 0 19,146.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,31.0
r2qk2r/pb2bppp/2n1p3/2p5/4B3/2P2N2/PP3PPP/R1BQR1K1 b kq - 0 12,77.0
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,56.0
8/4n1kp/4Bp2/4p1p1/1p6/r2P2P1/5P1P/2R3K1 w - - 0 31,-33.0
8/4K2k/4Q3/8/8/8/8/8 w - - 17 86,478.0
r3kb1r/4n1pp/5p2/1P2p3/P7/1P2PP2/2QP3P/R1B1K1Nq w Qkq - 0 18,-256.0
4k2r/3p1ppp/2p1p3/1p2P3/2PP4/N4P2/P2K4/R5qb b k - 1 25,-692.0
rnbqkbnr/p1pppppp/1p6/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,121.0
rnbqkb1r/1p3ppp/p3pn2/2p5/Q1pP4/3BPN2/PP3PPP/RNB2RK1 b kq - 1 7,-261.0
rn1qk1nr/pbp1ppbp/1p4p1/3pP3/3P4/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 3 6,121.0
2b2k1r/ppN1bppp/3p4/4n3/4q3/4BN2/PPP2PPP/R2QK2R b KQ - 2 12,308.0
r2qk1nr/1b2b1pp/p1n1p3/1p1pP3/2pP4/P1P1BN2/1P1NB1PP/R2Q1RK1 b kq - 0 13,175.0
8/1pp2k2/p3P3/3K2pp/6n1/8/P7/8 b - - 0 58,-651.0
6k1/5ppp/1p2p3/2qp4/r1p5/2Q1P1P1/5PKP/1R6 w - - 0 34,-298.0
3rr1k1/ppp4p/2n3p1/5p2/8/2P5/PP2B1RP/4K3 b - - 3 24,-694.0
r3k2r/ppqb4/2p1pR2/3p4/3P2B1/2N5/PPPQ2KP/R5N1 b kq - 0 20,-265.0
5rk1/2b3pp/2P3n1/3p2q1/P7/4PpP1/1B3P1P/3QRBK1 b - - 0 30,297.0
r1r5/pp3pp1/k6p/2RP1b2/8/1RP2P2/P2N3P/6K1 w - - 3 27,104.0
r6r/p2q1pkp/2p2np1/2Qb4/2pN4/2P5/P2N1PPP/R4RK1 w - - 2 22,-78.0
rn1q3r/pb1knQ1p/1p1pp2b/8/2PP4/2N3B1/PP3PPP/R3KBNR w KQ - 2 13,303.0
1b2r1r1/1k3p1p/5B2/nBpn4/4N3/2P2P1P/PPK2P2/R6R w - - 5 23,529.0
rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,2.0
8/8/8/8/6p1/6Pp/4kRNK/8 b - - 0 51,119.0
r2qk2r/pp3p1p/2p1b1p1/4p2n/B3P1P1/P1Nn1P2/1P1PK2P/R1B3NR b kq - 0 16,-684.0
r4b1r/p2n1ppp/4kn2/4N3/1P1PP3/5P2/3BK1PP/R6R w - - 1 22,191.0
7k/p5rp/1p3Q2/n4p2/3P4/P2BPbPq/5P1P/5RK1 w - - 4 32,116.0
r5k1/3p2p1/p4r1p/1p2Rp1Q/8/2q2P1P/P4P2/4R1K1 b - - 0 31,-255.0
8/6p1/1rp2pp1/3p1n2/2k5/7P/1p2K3/1R6 w - - 2 50,-750.0
8/pp6/1kp4R/2n5/5P2/8/PPP3KP/8 b - - 0 27,625.0
8/8/8/3K4/p7/8/1k6/8 b - - 3 49,-697.0
rnbq1rk1/pp3ppp/2p5/4p1b1/2B5/3PN3/PPP2PPP/R1BQ1RK1 b - - 3 10,-16.0
4R3/5p2/p2p1b1p/1prn1kp1/5p2/P1P2N1P/1P4P1/3R3K w - - 4 36,39.0
4k2r/ppp1n1pp/4np2/8/4P3/2P1BB2/P1P2PPP/3R2K1 w k - 3 15,215.0
1Q6/8/2R5/p3pkp1/P2p1p2/3K1P2/5r2/8 b - - 0 45,281.0
2kr1bnr/p1p3q1/1pb1p3/8/5B2/2NP2P1/PPPQB3/2KR4 b - - 1 19,-313.0
1rbqr1k1/1pp3pp/p2p1p2/1n6/3P3P/1PP2QP1/P1P2PB1/2KR2NR w - - 1 16,225.0
1r1q1rk1/p3bppp/2pp4/4p3/7P/P3QN2/1PP2PP1/1K5R b - - 0 19,-592.0
r2q1rk1/1p2b1p1/p2p3p/2pNp3/1PPnPp1P/P2P2Pb/5PBN/R2Q1RK1 b - - 2 17,-98.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,47.0
r3k2r/2p1b1p1/p1p1N3/5p1p/3Pb2B/P1P4P/5PP1/R3R1K1 b kq - 0 20,-115.0
r1bq1rk1/ppp2ppp/2nbpn2/3p4/3P4/1P3PP1/PBPNP2P/R2QKBNR w KQ - 1 7,-105.0
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/2NP1N2/PPP1BPPP/R1BQ1RK1 b kq - 2 6,-120.0
8/2p5/p4p1R/8/4kp2/P1r5/6PK/8 b - - 1 45,-333.0
rnbq4/pppk4/3bpn2/8/3pp3/3P2PB/PPP2P1P/RNB1K2R w KQ - 1 12,-555.0
4kbnr/5ppp/p1r1p3/3p4/2P5/8/P1P2PPP/RNB1K2R b KQk - 0 15,-252.0
r1bqk1nr/ppp2ppp/1bnp4/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 b kq - 2 7,83.0
r1br2k1/pp2bpp1/7p/8/8/5N1P/PP2BPP1/2R2RK1 b - - 1 16,-40.0
r1b1kb1r/p2p1pp1/5n1p/2q1p3/4P3/2N2P2/PPPP1P1P/R1B1K2R w KQkq - 1 18,-715.0
5qk1/5pp1/4p1p1/2P1P3/3r1PPb/1Q5P/PP1p4/1K1R4 b - - 0 28,-429.0
r5k1/pp1q1ppp/2nb1n2/3pN2b/2pP4/2P1Q2P/PPB2PP1/RNB3K1 b - - 3 16,-53.0
r1b1k1nr/ppp2ppp/2p5/8/4P3/2Q5/P1P1KPPP/RNq2B1R b kq - 3 10,-681.0
rnb1kbnr/1p2pppp/p1q5/2p5/2B2P2/2N5/PPPP2PP/R1BQK1NR w KQkq - 0 6,47.0
rn5Q/pBp2pp1/3b1k2/1q6/3P4/8/PPP1KP2/4R3 w - - 1 24,-144.0
r1b2rk1/pp4pp/2p1p3/4Pp1P/1qP1p3/4P3/PP3PP1/R2QKB1R w KQ - 1 15,29.0
k5r1/p1R1R3/5p2/7p/6pP/8/r4PP1/6K1 b - - 0 31,-596.0
2kr4/p4pp1/2P2n1p/8/1R1b1R2/3P3P/P1r4P/7K b - - 2 25,-616.0
rn1qkbnr/pb1p1ppp/1p2p3/2p5/3P4/P1N2N2/1PP1QPPP/R1B1KB1R w KQkq - 0 7,-29.0
r1b1k2r/1p3ppp/pqp2n2/4p3/4P3/P2BPQ2/2P1N1PP/R4RK1 w kq - 2 15,-99.0
